Time,M1,M2
986,0.870746799,0.849274442
987,0.412887821,0.388865535
988,0.917952423,0.81892733
989,0.271165209,0.458859847
990,0.748523089,0.859122061
991,0.702436388,0.372163892
992,0.789045704,0.796889036
993,0.61994417,0.516196601
994,0.888930644,0.8484808
995,0.360100414,0.389624717
996,0.872820722,0.821136217
997,0.407483801,0.456713979
998,0.91375279,0.853553837
999,0.283874045,0.375103918
1000,0.770370727,0.811884809
