Time,R1,R2,N1,N2
125,-0.237635131,0.449473868,1.860739591,1.710830049
126,-8.757475169,-6.401255708,0.744295836,0.598790517
127,0.43930003,0.430287782,0.297718335,1.00383474
128,0.429486522,-0.005959427,0.119087334,0.600332072
129,0.211179334,0.362178518,0.047634934,0.659590093
130,0.228016884,1.063749587,0.019053973,0.230856533
131,0.096397747,0.868781177,0.44692162,0.511087569
132,1.347506406,1.31033697,0.60825517,0.178880649
133,0.9254697,0.504169603,0.454481402,0.424786745
134,0.631268258,0.494738596,0.409809445,1.212424948
135,1.029449235,-0.99120706,0.260321525,1.293129909
136,0.344419233,-0.493612119,1.451635016,1.762932438
137,-4.874508941,-10.39548227,1.506123706,1.121195956
138,-2.10392472,-0.304317094,1.23371774,0.88715718
139,-0.610443288,0.160939409,1.522936331,0.310505013
140,-1.287123779,0.245599526,0.953593765,0.108676755
141,0.286757507,0.630458238,0.381437506,0.038036864
142,0.969029824,0.134676384,0.152575002,0.013312902
143,0.326138695,0.026286932,0.061030001,0.165598925
144,0.150597885,0.291056765,0.024412,0.303559149
145,0.053915329,0.369569584,0.296522307,0.736703941
146,1.106874897,0.98342559,1.087638747,0.392522764
147,-0.477707527,1.125607643,0.761194194,0.163669899
148,0.541149987,0.336964212,0.455075563,0.34834123
149,0.957247991,0.773208398,0.235945554,0.491489014
150,0.647936153,0.778618818,1.201253118,1.155446745
151,-1.930741766,-1.518032185,0.480501247,1.530014003
152,1.545134612,-4.984337848,0.733350486,0.872469113
153,0.898442856,0.471171101,1.250588186,1.078572588
154,-1.039486589,-0.238817427,1.148171427,1.156119224
155,-0.329698264,-0.259810346,0.459268571,0.404641728
156,1.540184608,1.484294968,1.72884204,0.141624605
157,-2.27120811,0.159833139,1.589979672,0.520739713
158,-2.852668947,0.630937286,0.635991869,0.1822589
159,0.731280312,0.395113363,0.254396747,0.063790615
160,0.548822382,0.141876664,1.641943307,1.506621683
161,-2.487038506,-1.405200153,0.656777323,0.687150728
162,0.947168816,0.81413111,0.262710929,0.871440041
163,0.697810382,0.350054533,0.836364684,0.700117377
164,0.505733337,0.677171754,0.883368255,0.386917746
165,0.332863412,0.646825859,0.353347302,0.135421211
166,0.850488262,0.381066867,1.088507736,0.861528534
167,-0.095940512,0.074710589,1.133213476,0.65158952
168,-0.895918732,1.323859248,0.959018727,0.905228086
169,0.112007162,0.199983818,0.716470902,0.963655689
170,0.601577107,0.085653047,1.137076623,0.718346358
171,-1.347287074,1.887768088,0.454830649,0.326131815
172,1.175780958,0.968089058,0.18193226,1.438005383
173,0.601774224,-2.273389329,0.184780066,0.703285702
174,0.857663908,1.155366849,0.675489134,0.331803043
175,0.688716899,0.583837351,0.270195653,2.003899153
176,1.023253662,-9.918698414,1.28385922,1.669453762
177,-1.320648432,-3.517783453,1.115317912,0.584308817
178,-0.366330764,0.565784816,1.303791073,1.359874934
179,-2.124348349,-2.514603862,1.210233328,1.059793578
180,-0.521749364,-0.09789387,1.507346994,0.370927752
181,-1.569931354,0.360959417,0.602938797,0.129824713
182,0.685297408,0.264798323,0.241175519,0.611223466
183,0.453380056,0.464943831,0.096470208,0.213928213
184,0.295396914,0.486781101,0.038588083,0.074874875
185,0.219221511,0.401747116,0.015435233,0.387165623
186,0.036406977,0.445183877,0.691471501,0.400306291
187,0.646278851,0.603984065,0.729968656,0.605051033
188,0.70180403,0.735733329,0.587384376,0.698548962
189,1.142192595,0.920488449,0.454175262,0.646239253
190,0.34262895,0.215676481,0.218077081,0.671367615
191,0.717351009,0.836822857,0.733509684,0.83896273
192,0.864612322,0.54557234,0.995207904,1.029370285
193,0.019060047,-0.107547718,1.540275757,1.280768049
194,-1.256211659,-0.378786811,0.958739253,0.663945298
195,0.124902677,0.591187948,1.10084671,1.069203711
196,-0.201146232,-0.097917337,1.304951006,0.919793639
197,-1.765985048,0.299135703,0.54104045,0.321927774
198,0.569259471,0.387643634,0.21641618,0.112674721
199,0.432794911,0.203029269,0.211469149,0.6306241
200,0.491849526,0.566843166,0.084587659,0.220718435
201,0.194309826,0.341989172,0.033835064,0.376387155
202,0.123985732,0.782090935,0.582793497,0.519379139
203,0.513646121,0.400221609,0.66591231,0.384811967
204,0.496151482,0.406156141,0.75821445,0.701527355
205,0.460943776,0.417346425,0.497595606,0.587523746
206,1.119725616,0.994070171,0.323023975,0.987724247
207,0.530856179,0.023129195,0.642855711,0.745925095
208,2.538539552,2.405503504,0.753293766,0.667229924
209,0.372974427,0.333890134,0.762261283,0.650876898
210,0.862172117,1.005149817,1.424630129,1.221877085
211,-1.82729315,-0.679633375,1.10070823,0.450786175
212,-0.223148834,0.373722685,2.978822845,2.563278665
213,-29.43547189,-18.8309441,1.564503565,1.231037666
214,-2.99184887,-0.822887082,1.487973543,1.436013
215,-2.836451022,-2.164727182,0.595189417,0.50260455
216,0.508253971,0.400093028,0.238075767,0.549634278
217,0.803152841,1.000849487,0.095230307,0.192371997
218,0.153488833,0.201290499,0.038092123,0.067330199
219,0.121731478,0.177315303,0.015236849,0.02356557
220,0.038400392,0.046889166,0.514348711,0.408340978
221,1.032093555,0.895944572,1.008892325,1.143768829
222,-0.021761847,-0.3133741,0.557045763,0.601609589
223,0.455819096,0.324950873,0.344549783,0.387878659
224,1.307421628,1.342236296,0.176220305,0.182646697
225,0.304858074,0.237588594,1.102581677,0.959870916
226,-0.399928772,0.117575083,0.441032671,0.335954821
227,2.221466969,2.192665853,0.632232165,0.442535061
228,0.83659491,0.769594506,1.560314494,1.497123567
229,-3.593241378,-2.74183046,0.928983871,0.761581843
230,0.318735127,0.818752176,0.371593549,0.384128728
231,1.025786376,0.947147242,2.370104388,2.327110907
232,-13.38984897,-11.42373421,1.784636665,1.584083324
233,-6.094274581,-3.661406476,0.713854666,0.554429163
234,0.885524142,0.972821924,0.604276994,1.012802384
235,1.191122589,-0.060742482,1.267497173,1.301628076
236,-1.615048269,-1.739295668,0.506998869,0.455569827
237,0.463748435,0.338101567,0.202799548,0.159449439
238,0.861698142,0.683287133,0.966643961,1.028629228
239,0.092172839,-0.068910681,1.577780173,0.36002023
240,-2.019362273,0.391981115,0.631112069,0.12600708
241,1.069955951,0.466524739,0.716193263,0.382204045
242,0.949466513,1.020796907,1.148175447,0.817058549
243,-0.344256463,0.227092558,0.551443018,0.285970492
244,0.793040378,0.551473039,0.220577207,0.492070787
245,0.807393519,1.087766764,1.158186834,0.638749514
246,-1.084542438,1.341302145,1.412741246,1.244359237
247,-2.547283076,-1.208957505,0.565096499,0.662618291
248,1.246898505,1.071630436,1.019078977,0.783389441
249,-0.053759428,0.380879479,1.21502511,1.361953068
250,-0.816250798,-1.2890403,0.486010044,1.817985719
251,0.802263118,-4.02483409,0.194404018,0.636295002
252,0.548687189,0.698314812,1.324660112,1.294333687
253,-0.86273963,-0.572578153,0.529864045,0.83389627
254,2.365600085,1.453612959,0.211945618,0.291863694
255,0.410831369,0.400789422,0.887041365,0.102152293
256,0.604512736,0.545938958,0.903503735,0.734068114
257,0.21290669,0.375153018,0.361401494,0.25692384
258,0.790514446,0.560039037,2.510160683,1.543536303
259,-10.63409919,-1.917480881,1.414895642,0.941027128
260,-1.931147282,0.154778336,1.170470993,0.875298453
261,-0.220692811,0.077940809,0.681095087,0.681507477
262,0.404797752,0.297541049,1.062952481,0.798566654
263,-0.276927743,0.597733855,0.425180992,0.279498329
264,0.677445564,0.453410545,0.170072397,0.252602751
265,0.483959127,0.554528,0.068028959,0.166351772
266,0.284199395,0.569422341,0.432009335,0.355764169
267,0.955896181,0.789665537,0.172803734,0.722251315
268,0.489092439,0.587682199,0.746567058,0.706198506
269,0.988505026,1.03170407,0.78258595,0.801697477
270,0.609615763,0.493344206,0.597233775,0.850016458
271,0.726402197,0.319492911,1.194789691,1.087171297
272,-1.265077483,-0.495178416,0.967008316,0.968192153
273,0.090968992,0.071834785,1.375308353,1.370571323
274,-1.723880555,-1.44356928,1.159739104,0.973044169
275,-0.628832394,0.0760773,1.190297838,0.66005837
276,-0.486667365,0.367435155,0.476119135,0.23102043
277,0.870871179,0.533750111,0.281416646,0.152691935
278,0.705339541,0.388228278,0.112566658,0.053442177
279,0.352990245,0.15428311,0.045026663,0.094782062
280,0.065257308,0.090981918,0.018010665,0.400608877
281,0.034280702,0.345710802,0.878075445,0.673963218
282,0.293525831,0.48803115,1.056569719,0.624115404
283,-0.227819745,0.786541273,0.775618132,0.372723501
284,0.507870884,0.561381898,0.375504561,0.221435143
285,0.855868812,0.547501536,0.184482526,0.423213102
286,0.50031886,0.690101635,0.367318841,0.636155736
287,0.612525948,0.4893449,0.146927537,1.00919578
288,0.483908777,-0.031617141,0.566641899,0.914600421
289,2.110215116,0.723463524,1.082525571,0.867611683
290,-0.339420831,0.383557425,0.933329088,0.993765724
291,0.269741109,0.024395267,0.985857583,0.837162904
292,0.060386702,0.536208026,0.87825181,0.293007016
293,0.353202931,0.580747228,2.46151584,0.82601598
294,-10.08195774,0.328047556,0.984606336,0.672663018
295,0.075908336,1.038518606,0.663583643,0.259827324
296,0.775122589,0.573826364,0.32582016,0.627147589
297,0.878675967,0.832752819,0.483530995,0.800248884
298,1.14813632,0.677463639,0.193412398,0.608134665
299,0.714329177,1.004859597,0.153273295,1.251365739
300,0.611168018,-1.373708341,0.836431908,1.011804373
301,0.251400446,-0.016086114,1.21324873,1.186884349
302,-0.59065917,-0.391852624,1.633435812,1.092873162
303,-4.339479754,-0.383501284,1.367703501,1.387365203
304,-3.616770646,-3.984428761,1.158249418,0.485577821
305,-0.554993091,0.628092109,0.714700214,0.169952237
306,0.746713977,0.449890403,0.285880085,0.059483283
307,0.712659769,0.168049046,0.114352034,0.020819149
308,0.568177816,0.110806581,0.045740814,0.007286702
309,0.145581257,0.0205253,0.018296325,0.630642455
310,0.056094974,0.608793991,0.754032508,0.670615262
311,0.295323308,0.248731013,1.014272772,0.402764388
312,-0.053931962,0.783774732,0.973886925,0.251774117
313,0.045402512,0.244737817,0.535136027,0.10864624
314,0.858059153,0.286575689,0.270149385,0.646820175
315,0.366266405,0.311884619,0.403383062,0.475118074
316,0.835004267,0.743400927,0.161353225,0.950066058
317,0.386705408,0.110967206,0.109943802,0.577260938
318,0.564487569,1.373386921,0.902036674,0.488617017
319,0.18562757,0.397808374,0.727081075,0.482900575
320,0.879155089,1.010435592,1.125836697,0.912416129
321,-0.536858073,0.265982872,0.837040087,0.430312851
322,0.459198931,0.703726052,0.899303603,1.523996419
323,0.542599966,-4.71278085,0.545349012,0.93120712
324,0.802316449,0.175023622,1.097294694,1.336358084
325,-0.194306572,-0.598183102,0.438917878,0.733708202
326,0.380530558,0.211895418,0.634766082,0.960523923
327,0.684840238,0.092440727,0.796506399,0.336183373
328,0.456295944,0.512298625,1.120919008,0.292687803
329,-0.882985229,1.356398073,0.448367603,0.102440731
330,0.79509443,0.249155119,0.559877599,0.247749674
331,0.640170163,0.38696988,0.908791278,0.179153113
332,0.219976466,0.313578839,0.819812455,0.575002214
333,0.554498273,0.803799883,0.327924982,1.557648848
334,0.462309572,-1.380453434,0.926264423,0.794332216
335,0.168411869,0.317786058,1.010675933,0.664986156
336,-0.055415976,1.084332597,0.624246839,0.546323993
337,0.812933311,0.737830491,0.804197008,0.995013281
338,0.765088507,0.022533144,0.783988376,0.348254648
339,0.509055265,0.56553984,0.482007219,0.439675185
340,0.586307423,0.450840161,0.192802888,1.238218912
341,0.490289342,-0.77936056,0.890054466,1.17120711
342,0.188738045,-0.286914632,1.121110293,0.432455633
343,-0.537807997,0.863384617,0.957499382,0.716899312
344,0.084952859,0.320604794,0.969307176,0.70175492
345,0.129872014,0.83137313,0.878012212,0.245614222
346,0.572896538,0.948826306,0.53994293,0.085964978
347,1.092854792,0.315176344,0.215977172,0.893472359
348,0.692922408,0.348733844,0.171343728,0.633320119
349,0.520424285,0.741429094,0.198409505,1.053035172
350,0.338971089,-0.090538229,0.65226034,1.317388616
351,0.606468232,-0.899988443,1.353758928,0.77626236
352,-2.398426054,0.81914385,1.234425979,0.62042567
353,-1.682923039,1.33888732,1.014194677,0.958578079
354,-0.051355411,0.122545551,0.74464896,0.335502327
355,0.509345305,0.480959458,0.904327816,0.117425815
356,0.259817802,0.257915276,0.361731126,0.860242886
357,0.752283421,0.331322212,0.14469245,1.63997233
358,0.215249889,-1.319719926,0.05787698,0.696535866
359,0.212574503,0.72893462,0.532496097,0.724747011
360,0.859516667,0.591050888,0.472816241,0.51157673
361,0.515427692,0.390044725,0.941409918,0.510374067
362,0.191046815,0.743343887,0.591813857,0.178630924
363,0.712146137,0.356794185,0.449300046,0.791455443
364,1.017709048,0.608633848,1.039236685,0.868060293
365,-0.226483486,0.614792009,0.931122366,0.693865828
366,0.189982996,0.519684912,0.563495762,0.986196926
367,0.711394968,0.032321733,0.937544441,0.701963109
368,0.236107183,0.752545424,1.392726825,0.854320936
369,-1.824990266,0.353316447,0.55709073,0.913804336
370,1.093988219,0.319020924,0.412819288,0.83951643
371,0.625937226,0.277634964,0.876522683,0.326152484
372,0.341608375,0.582063862,0.586716257,0.866698793
373,0.952878722,0.402410553,0.234686503,0.656661025
374,0.452223369,0.45015476,1.18786282,0.548852282
375,-0.615851493,0.554467298,1.101082354,0.469733263
376,-0.460136731,0.924380974,0.782041317,0.746470504
377,0.907830979,0.963958101,1.265695249,0.663675229
378,-1.272521508,0.741601009,0.958501469,0.682441091
379,0.092961894,0.394234287,0.383400587,0.79332168
380,0.627396745,0.349637356,0.153360235,1.202043562
381,0.859077531,-1.622396484,0.969175073,1.384673348
382,0.171728805,-2.98454822,0.387670029,1.226236681
383,0.452418726,-0.391083025,0.248029906,0.823417125
384,0.692873486,0.472085587,0.726608707,0.63783335
385,0.955050883,1.035280009,1.149721014,0.223241672
386,-0.701327074,0.631878402,0.631617211,0.078134585
387,1.015182592,0.285933495,0.70506561,0.027347105
388,1.129504214,0.13885163,0.97489973,0.481657073
389,0.151908596,1.540106411,1.345010775,1.203859984
390,-0.816681323,-0.313178056,0.53800431,1.053229397
391,1.335055816,-0.288592343,1.230384316,0.654563784
392,-1.01445855,0.700666269,1.62165794,0.367948954
393,-6.424785992,1.482484781,0.800571773,1.668888545
394,0.95704101,-6.59137857,0.320228709,0.584110991
395,0.834224188,0.819998478,1.4631473,0.204438847
396,-1.667632049,0.315586855,0.58525892,0.772219865
397,0.717557377,0.429226814,0.234103568,1.752761734
398,0.813611652,-5.501040904,1.050682437,0.613466607
399,-0.389789407,1.797297168,1.254497163,1.03471179
400,-0.966309788,-0.090264443,0.501798865,0.677735981
401,0.976858396,0.755369597,0.918276923,0.666434407
402,0.188203575,0.441663111,1.180922422,0.233252042
403,-0.65450626,0.456292935,0.472368969,1.878935383
404,1.669725557,-11.20536882,0.188947587,0.657627384
405,0.308739929,0.340210472,1.052437431,0.985539181
406,-0.132037994,0.026696782,0.609178547,0.786601824
407,0.82166631,0.497080658,0.243671419,0.731603574
408,0.43564382,0.362317006,1.767194124,0.256061251
409,-9.005404176,1.278759144,1.015617579,0.42983191
410,-0.071351329,1.010740927,0.406247032,0.17713795
411,0.569441348,0.268516211,0.984165123,0.55907894
412,0.049989324,0.666181892,0.829309869,0.557994635
413,0.328395398,0.444542146,0.331723948,1.474057267
414,0.767658964,-2.078046555,0.132689579,1.52666097
415,0.327575696,-1.871391744,0.62251718,0.802847551
416,0.844794428,0.493263528,0.298996196,0.947178535
417,0.523058571,0.098790061,0.447993877,0.776054634
418,0.94418826,0.583919881,0.946856514,0.271619122
419,0.241709123,0.885692623,0.706318302,0.095066693
420,1.575586764,0.68291522,1.127321749,0.526536871
421,-0.91480719,1.589294648,0.973987271,0.283077966
422,0.252741028,2.26497951,1.333783168,0.682997169
423,-1.529049218,0.637290437,0.77522239,1.124741632
424,0.400093507,-0.249636154,1.88567572,1.076574791
425,-6.097552415,-0.26191651,0.754270288,1.966095825
426,0.756631593,-6.938494391,0.554449143,2.953113049
427,0.647602492,-12.11183512,0.221779657,1.670880004
428,0.650079431,-3.702826714,0.488805369,0.584808001
429,1.275041512,1.172277635,0.195522148,0.2046828
430,0.403885306,0.333098236,0.834840452,0.07163898
431,0.617515218,0.272776854,0.981538673,0.025073643
432,0.057043178,0.064527759,1.0426949,0.008775775
433,-0.203724361,0.036653051,1.692119472,1.175349156
434,-3.908131995,-0.585170739,1.080733095,0.744470441
435,-0.319802552,0.607357018,1.049808456,0.533341508
436,-0.097405962,0.340985299,0.476966561,0.251197287
437,0.93644122,0.618695387,0.190786624,0.124572102
438,0.473101882,0.27834691,0.07631465,0.043600236
439,0.272861856,0.142530391,0.03052586,0.6226171
440,0.086935474,0.568866004,0.012210344,0.558901284
441,0.039416172,0.6819289,0.941325357,0.814310836
442,0.102294415,0.205669325,0.849632025,0.563355703
443,0.411399877,0.667995457,0.612714666,0.339704887
444,1.109619328,0.970982364,0.33202134,0.687762714
445,0.606565893,0.475472876,0.172224708,0.92264585
446,0.492567882,0.211644494,0.171184298,0.528595373
447,0.483541997,0.726395564,0.479873596,0.853003837
448,0.808944334,0.343262366,1.301568766,1.269533707
449,-1.102640165,-0.783426648,1.127193399,0.919809673
450,-0.521294039,0.233136486,0.943445242,0.53357788
451,0.160005077,0.618268982,0.860920094,0.913147822
452,0.590456054,0.366891661,1.153312372,0.662864104
453,-0.800758125,0.929429823,0.461324949,0.232002436
454,0.526248464,0.286542662,0.18452998,0.314337338
455,0.536950424,0.665420459,0.233817069,0.72828705
456,0.438370387,0.381258194,0.683982881,0.621792128
457,0.809321661,0.771077522,0.273593153,1.147057068
458,0.632955599,-0.451800442,0.635685725,0.688012636
459,0.725651031,0.563326896,0.791224714,0.906224881
460,0.268672302,0.098263939,0.754860272,0.698436903
461,0.811543694,0.841512416,1.11126577,1.015530438
462,-0.366549133,-0.038621853,1.077461907,0.355435653
463,-0.202384957,0.436418374,1.156635793,0.687729374
464,-0.473787382,0.449608101,0.731326619,0.33896922
465,0.43384857,0.379664717,1.104074342,0.960151643
466,-0.708104331,0.233862149,0.441629737,0.336053075
467,0.468575562,0.313368724,0.176651895,0.55403695
468,0.962074995,1.65001212,0.070660758,0.643521034
469,0.129289403,0.33680243,0.462112874,0.604897079
470,1.5298936,1.458595426,0.184845149,0.445576126
471,0.439575012,0.592939617,0.542513621,0.469320369
472,1.097571413,1.005477586,1.179080443,1.814274249
473,-0.774607724,-4.721739529,0.60092158,0.971798417
474,0.860844814,0.08524645,1.770262232,1.798724872
475,-6.113366937,-5.900419303,1.147679904,1.222493322
476,-1.027073936,-1.6279966,1.556643375,1.433350249
477,-3.354106512,-2.123099413,0.62265735,0.501672587
478,0.565358152,0.471654585,1.109907754,0.260831856
479,-0.232006818,0.271082445,0.443963101,0.091291149
480,0.902164883,0.263884163,0.177585241,0.031951902
481,0.286722098,0.045249472,0.071034096,0.011183166
482,0.201718267,0.02813808,0.59377179,0.475568693
483,0.675994535,0.569323886,0.237508716,0.437531487
484,0.388571154,0.40231691,0.997168369,0.417020183
485,0.008885309,0.64144652,0.685589446,0.191206536
486,0.5531637,0.316207026,0.475954046,0.095060368
487,0.951258797,0.28862907,0.866376153,0.602595015
488,0.257975546,0.410449329,0.735121615,0.613225165
489,0.457404891,0.434222826,0.302933955,0.856075327
490,0.675668654,0.331934732,0.674337282,0.61583339
491,0.548507118,0.467648742,1.22099371,0.504170756
492,-0.557715388,0.39000889,0.746373029,0.586909094
493,0.50169948,0.516116126,0.755954102,0.639641009
494,0.785260316,0.88714714,0.978050295,0.555809085
495,0.073399944,0.722592138,0.939727236,0.662181922
496,0.653966354,2.997204756,0.375890894,0.621772562
497,1.610009902,1.644496559,0.652055838,0.733736522
498,0.50091509,0.331001193,1.046082651,1.143954923
499,-0.409962403,-1.505572797,0.491833004,1.122976361
500,0.715517777,-0.323745127,0.850699556,3.390246482
501,0.703723092,-43.36558292,1.950289725,2.831082828
502,-3.581130235,-7.434595741,1.281030979,1.321880183
503,-0.832479517,-0.763794624,0.512412392,0.462658064
504,0.700547926,0.56784975,0.920482734,0.161930322
505,0.205627081,0.31072625,1.071916185,0.056675613
506,-0.555501045,0.397369614,0.428766474,0.019836464
507,0.850295344,0.05800261,0.17150659,0.006942763
508,0.299563326,0.011026068,0.769150562,0.570279717
509,0.978398551,1.302443543,0.513287306,0.510324151
510,0.800270686,0.67417874,0.205314922,0.575983067
511,0.518429235,0.65223021,0.932421313,0.259596683
512,0.36626981,1.092086597,0.672531851,0.101884907
513,0.450231857,0.140815457,1.247411291,1.33810326
514,-0.590991064,-0.641570304,1.299235203,1.142514881
515,-0.504581152,-0.141995927,1.038123316,1.052110419
516,-0.280706205,-0.399500192,0.781519137,1.460325244
517,0.315352987,-0.911139557,0.762839512,0.651929292
518,0.596489643,0.63466247,0.305135805,0.228175252
519,0.695258976,0.489209317,0.122054322,0.079861338
520,0.43057462,0.263172189,0.048821729,0.027951468
521,0.194582022,0.102539862,0.334881678,0.009783014
522,1.196436738,0.049870412,0.730442315,0.638086525
523,0.980569788,1.081560991,0.987435902,0.712539601
524,0.028436304,0.363658523,0.82554898,0.51256105
525,0.359657556,0.493767472,0.524801614,0.28193623
526,1.129742628,0.842298943,1.406357383,0.148548092
527,-2.937738567,0.616317391,1.543112741,1.133552823
