"","target","cat","subcat","offset","terminal_rho","rho_sd","pval","group","rho_zero"
"230","csl_males_-2","csl","males","-2",0.522870177959284,0.0415757372089183,0.1,"SRKW",0.481294440750365
"231","csl_males6_-2","csl","males6","-2",0.423406181371871,0.0538366218055651,0.17,"SRKW",0.369569559566306
"232","csl_bonn_-2","csl","bonn","-2",0.187283770278771,0.0647926585647473,0.53,"SRKW",0.122491111714024
"233","csl_COL_-2","csl","COL","-2",0.206819162674159,0.0827432315200304,0.54,"SRKW",0.124075931154128
"234","csl_WA_-2","csl","WA","-2",0.527467796614836,0.0416239750002395,0.26,"SRKW",0.485843821614596
"235","csl_SalishSea_-2","csl","SalishSea","-2",0.261765060820178,0.0683356704639347,0.42,"SRKW",0.193429390356243
"236","ssl_WA_-1","ssl","WA","-1",0.585456105092245,0.0379407188813896,0.095,"SRKW",0.547515386210855
"237","ssl_SalishSea_-1","ssl","SalishSea","-1",0.478779778553111,0.0528597278657189,0.29,"SRKW",0.425920050687392
"238","ssl_WCVIBC_-1","ssl","WCVIBC","-1",0.607663588101618,0.0347658954483795,0.11,"SRKW",0.572897692653238
"239","ssl_SEAK_-1","ssl","SEAK","-1",0.609001682991255,0.0337602839317226,0.12,"SRKW",0.575241399059532
"240","ssl_WAK_-1","ssl","WAK","-1",0.530395863765913,0.049404411913775,0.25,"SRKW",0.480991451852138
"241","ssl_rookORraw_-1","ssl","rookORraw","-1",-0.0458525241439354,0.0825857013496204,0.63,"SRKW",-0.128438225493556
"242","ssl_bonn_-1","ssl","bonn","-1",0.116906309357561,0.0621831193431309,0.53,"SRKW",0.0547231900144298
"243","hseal_COL_-1","hseal","COL","-1",0.443255776143348,0.0386224156958036,0.25,"SRKW",0.404633360447544
"244","hseal_WA_-1","hseal","WA","-1",0.590109327915988,0.0379857895620937,0.19,"SRKW",0.552123538353895
"245","hseal_SalishSea_-1","hseal","SalishSea","-1",0.601249246200601,0.0361288061340026,0.13,"SRKW",0.565120440066598
"246","hseal_WCVIBC_-1","hseal","WCVIBC","-1",0.596671714145772,0.0362095278165049,0.15,"SRKW",0.560462186329267
"247","csl_haulout_-1","csl","haulout","-1",0.329979172231719,0.141697910534767,0.16,"SRKW",0.188281261696952
"248","csl_pups_-1","csl","pups","-1",0.481134646930009,0.0433625962468315,0.14,"SRKW",0.437772050683177
"249","csl_males_-1","csl","males","-1",0.579199850317439,0.0379433503534556,0.054,"SRKW",0.541256499963983
"250","csl_males6_-1","csl","males6","-1",0.502648316687001,0.0455686958167291,0.095,"SRKW",0.457079620870272
"251","csl_bonn_-1","csl","bonn","-1",0.213256513274261,0.0558199272573535,0.54,"SRKW",0.157436586016907
"252","csl_COL_-1","csl","COL","-1",0.363286822152506,0.0595832674910419,0.25,"SRKW",0.303703554661464
"253","csl_WA_-1","csl","WA","-1",0.604618171860461,0.0348324970880166,0.092,"SRKW",0.569785674772444
"254","csl_SalishSea_-1","csl","SalishSea","-1",0.287555034306309,0.047666244035217,0.36,"SRKW",0.239888790271092
"255","ssl_WA_0","ssl","WA","0",0.588780869727963,0.0371140579269873,0.11,"SRKW",0.551666811800975
"256","ssl_SalishSea_0","ssl","SalishSea","0",0.460264122640223,0.0538078311509951,0.31,"SRKW",0.406456291489228
"257","ssl_WCVIBC_0","ssl","WCVIBC","0",0.603733701510197,0.0365495809950641,0.12,"SRKW",0.567184120515133
"258","ssl_SEAK_0","ssl","SEAK","0",0.602554246035447,0.0344247409610507,0.15,"SRKW",0.568129505074396
"259","ssl_WAK_0","ssl","WAK","0",0.520438958780382,0.0479617816498777,0.26,"SRKW",0.472477177130505
"260","ssl_rookORraw_0","ssl","rookORraw","0",-0.0172474988555529,0.104434979662631,0.53,"SRKW",-0.121682478518184
"261","ssl_bonn_0","ssl","bonn","0",0.250356796968835,0.0677973087924537,0.42,"SRKW",0.182559488176382
"262","hseal_COL_0","hseal","COL","0",0.437036423887538,0.0389493356911205,0.27,"SRKW",0.398087088196418
"263","hseal_WA_0","hseal","WA","0",0.580579422788082,0.0382614018779917,0.21,"SRKW",0.54231802091009
"264","hseal_SalishSea_0","hseal","SalishSea","0",0.594109486582167,0.036925634330525,0.16,"SRKW",0.557183852251642
"265","hseal_WCVIBC_0","hseal","WCVIBC","0",0.590708317640162,0.0373286118019828,0.18,"SRKW",0.55337970583818
"266","csl_haulout_0","csl","haulout","0",0.133623611991895,0.116691438171128,0.44,"SRKW",0.0169321738207669
"267","csl_pups_0","csl","pups","0",0.409465438806779,0.0512572944711007,0.36,"SRKW",0.358208144335678
"268","csl_males_0","csl","males","0",0.557830144944222,0.0389168102714513,0.15,"SRKW",0.51891333467277
"269","csl_males6_0","csl","males6","0",0.52451675221996,0.0417150027304485,0.13,"SRKW",0.482801749489512
"270","csl_bonn_0","csl","bonn","0",0.330676100020211,0.0540956960733789,0.45,"SRKW",0.276580403946832
"271","csl_COL_0","csl","COL","0",0.458977686749205,0.0577688665994415,0.095,"SRKW",0.401208820149764
"272","csl_WA_0","csl","WA","0",0.60326541798793,0.0343653811139891,0.12,"SRKW",0.568900036873941
"273","csl_SalishSea_0","csl","SalishSea","0",0.116897235961159,0.0643145919638457,0.62,"SRKW",0.0525826439973137
"274","hatch_spring_-5","hatch","spring","-5",0.15167327439256,0.0606008064000023,0.57,"SRKW",0.0910724679925581
"275","hatch_summer_-5","hatch","summer","-5",0.325371198852854,0.0539241834863874,0.53,"SRKW",0.271447015366466
"276","hatch_total_-5","hatch","total","-5",0.188776053233404,0.0559417328277522,0.57,"SRKW",0.132834320405652
"277","hatch_SNAK_-5","hatch","SNAK","-5",0.144528075505343,0.0538530819501497,0.6,"SRKW",0.0906749935551937
"278","hatch_COL_-5","hatch","COL","-5",0.135280830467629,0.0689954132456936,0.13,"SRKW",0.0662854172219358
"279","hatch_CAOR_-5","hatch","CAOR","-5",0.229134633134112,0.0574298550329702,0.44,"SRKW",0.171704778101142
"280","hatch_WA_-5","hatch","WA","-5",0.286689325991721,0.0544478878662805,0.17,"SRKW",0.232241438125441
"281","hatch_SAL_-5","hatch","SAL","-5",0.193453356425658,0.0663885928616132,0.29,"SRKW",0.127064763564044
"282","hatch_BC_-5","hatch","BC","-5",0.309515599278059,0.0525858686606762,0.31,"SRKW",0.256929730617383
"283","hatch_SEAK_-5","hatch","SEAK","-5",0.381064929856745,0.0489563674393849,0.38,"SRKW",0.33210856241736
"284","hatch_WAK_-5","hatch","WAK","-5",-0.0521533456107301,0.0607581510096398,0.66,"SRKW",-0.11291149662037
"285","hatch_sum_-5","hatch","sum","-5",0.207012903510338,0.0587544300486324,0.28,"SRKW",0.148258473461706
"286","hatch_all_-5","hatch","all","-5",0.222604738147887,0.0595266885471505,0.32,"SRKW",0.163078049600736
"287","hatch_spring_-4","hatch","spring","-4",0.322375203542622,0.0576045652521994,0.37,"SRKW",0.264770638290422
"288","hatch_summer_-4","hatch","summer","-4",0.44844266978787,0.0454436545730497,0.34,"SRKW",0.40299901521482
"289","hatch_total_-4","hatch","total","-4",0.359360299434826,0.0534747595615472,0.37,"SRKW",0.305885539873279
"290","hatch_SNAK_-4","hatch","SNAK","-4",0.217258202227065,0.0610749358920889,0.51,"SRKW",0.156183266334977
"291","hatch_COL_-4","hatch","COL","-4",0.149883141645955,0.067020200543666,0.09,"SRKW",0.0828629411022887
"292","hatch_CAOR_-4","hatch","CAOR","-4",0.157678044118641,0.0635107462814477,0.53,"SRKW",0.0941672978371935
"293","hatch_WA_-4","hatch","WA","-4",0.235754607888161,0.0576518143070024,0.25,"SRKW",0.178102793581158
"294","hatch_SAL_-4","hatch","SAL","-4",0.20796024440944,0.0606749290366627,0.16,"SRKW",0.147285315372777
"295","hatch_BC_-4","hatch","BC","-4",0.313860284252316,0.0533787722364498,0.32,"SRKW",0.260481512015867
"296","hatch_SEAK_-4","hatch","SEAK","-4",0.401429942526943,0.0484201626728993,0.41,"SRKW",0.353009779854043
"297","hatch_WAK_-4","hatch","WAK","-4",-0.00553618852595151,0.0677065647472009,0.57,"SRKW",-0.0732427532731524
"298","hatch_sum_-4","hatch","sum","-4",0.225556753897626,0.0597737272337103,0.2,"SRKW",0.165783026663916
"299","hatch_all_-4","hatch","all","-4",0.249609473512558,0.063109913257154,0.28,"SRKW",0.186499560255404
"300","hatch_spring_-3","hatch","spring","-3",0.36592418302906,0.0655728341667301,0.35,"SRKW",0.30035134886233
"301","hatch_summer_-3","hatch","summer","-3",0.505476004951871,0.0439916681250046,0.31,"SRKW",0.461484336826866
"302","hatch_total_-3","hatch","total","-3",0.406746246672591,0.0595342713504733,0.33,"SRKW",0.347211975322118
"303","hatch_SNAK_-3","hatch","SNAK","-3",0.241773522748914,0.0585225222583845,0.52,"SRKW",0.183251000490529
"304","hatch_COL_-3","hatch","COL","-3",0.120130277663171,0.0647494628440298,0.15,"SRKW",0.0553808148191409
"305","hatch_CAOR_-3","hatch","CAOR","-3",0.184776550955557,0.0610941304203495,0.52,"SRKW",0.123682420535208
"306","hatch_WA_-3","hatch","WA","-3",0.161449784489954,0.0561281021064879,0.4,"SRKW",0.105321682383466
"307","hatch_SAL_-3","hatch","SAL","-3",0.222748756750512,0.0570819864652893,0.079,"SRKW",0.165666770285223
"308","hatch_BC_-3","hatch","BC","-3",0.340043999669599,0.0550278879004017,0.28,"SRKW",0.285016111769197
"309","hatch_SEAK_-3","hatch","SEAK","-3",0.425135004241626,0.0479149792679193,0.39,"SRKW",0.377220024973707
"310","hatch_WAK_-3","hatch","WAK","-3",0.123005024426883,0.0577601019934106,0.34,"SRKW",0.0652449224334726
"311","hatch_sum_-3","hatch","sum","-3",0.217471111976639,0.0612472483085711,0.25,"SRKW",0.156223863668068
"312","hatch_all_-3","hatch","all","-3",0.239836905649509,0.064532195911821,0.3,"SRKW",0.175304709737687
"313","harv_PACtot_2","harv","PACtot","2",0.433681024380425,0.0461636371441998,0.34,"SRKW",0.387517387236226
"314","harv_CRsport_2","harv","CRsport","2",0.205148625996987,0.0691078653065023,0.29,"SRKW",0.136040760690484
"315","harv_COL_2","harv","COL","2",0.210105919010566,0.057222151473158,0.036,"SRKW",0.152883767537408
"316","harv_ORWAsport_2","harv","ORWAsport","2",0.232786952476738,0.0615160567406198,0.47,"SRKW",0.171270895736118
"317","harv_ORWA_2","harv","ORWA","2",0.194710420510319,0.0589445470839319,0.48,"SRKW",0.135765873426387
"318","harv_SEAK_2","harv","SEAK","2",-0.165030178737951,0.0602485840553647,0.91,"SRKW",-0.225278762793316
"319","harv_NBC_2","harv","NBC","2",-0.0399545066321418,0.093118414899355,0.6,"SRKW",-0.133072921531497
"320","harv_WCVI_2","harv","WCVI","2",0.487926817338467,0.047249424398611,0.32,"SRKW",0.440677392939856
"321","harv_PACtot_1","harv","PACtot","1",0.425106783720556,0.0489570490763998,0.24,"SRKW",0.376149734644157
"322","harv_CRsport_1","harv","CRsport","1",0.242623700890427,0.0614534042343272,0.26,"SRKW",0.1811702966561
"323","harv_COL_1","harv","COL","1",0.30280726762718,0.0529091112374268,0.01,"SRKW",0.249898156389753
"324","harv_ORWAsport_1","harv","ORWAsport","1",0.348065397770614,0.0768312566069132,0.17,"SRKW",0.271234141163701
"325","harv_ORWA_1","harv","ORWA","1",0.284047442072605,0.0695521725127962,0.27,"SRKW",0.214495269559809
"326","harv_SEAK_1","harv","SEAK","1",-0.0142567043391845,0.0638074331318752,0.48,"SRKW",-0.0780641374710597
"327","harv_NBC_1","harv","NBC","1",0.0805463990846527,0.0682918392087642,0.21,"SRKW",0.0122545598758885
"328","harv_WCVI_1","harv","WCVI","1",0.46339849701048,0.0501746811934765,0.3,"SRKW",0.413223815817003
"329","harv_PACtot_0","harv","PACtot","0",0.381794709078858,0.0563019786925539,0.19,"SRKW",0.325492730386304
"330","harv_CRsport_0","harv","CRsport","0",0.133699245274097,0.073963905496614,0.5,"SRKW",0.0597353397774827
"331","harv_COL_0","harv","COL","0",0.203257046713421,0.0626827074483424,0.087,"SRKW",0.140574339265079
"332","harv_ORWAsport_0","harv","ORWAsport","0",0.292891517258905,0.0946480244938399,0.2,"SRKW",0.198243492765065
"333","harv_ORWA_0","harv","ORWA","0",0.286376099386699,0.0922151975276544,0.15,"SRKW",0.194160901859044
"334","harv_SEAK_0","harv","SEAK","0",0.00731668700461843,0.0646439487868092,0.44,"SRKW",-0.0573272617821908
"335","harv_NBC_0","harv","NBC","0",-0.0336189613880569,0.068275109061117,0.57,"SRKW",-0.101894070449174
"336","harv_WCVI_0","harv","WCVI","0",0.392196191034787,0.0574232053766818,0.31,"SRKW",0.334772985658105
"337","pdo_year_-5","pdo","year","-5",0.241940056240624,0.0959781296306616,0.43,"J",0.145961926609963
"338","pdo_win_-5","pdo","win","-5",-0.000509965732095996,0.143545581392251,0.57,"J",-0.144055547124347
"339","pdo_spr_-5","pdo","spr","-5",0.0888605096456059,0.1090572907225,0.46,"J",-0.0201967810768939
"340","pdo_sum_-5","pdo","sum","-5",0.260857185356708,0.0831463663599135,0.34,"J",0.177710818996794
"341","pdo_fal_-5","pdo","fal","-5",0.406292518613611,0.0599855464078513,0.33,"J",0.34630697220576
"342","npgo_year_-5","npgo","year","-5",0.391468614266809,0.0889091190787624,0.21,"J",0.302559495188047
"343","npgo_win_-5","npgo","win","-5",0.455964540327791,0.104177042341643,0.13,"J",0.351787497986148
"344","npgo_spr_-5","npgo","spr","-5",0.385819866683735,0.0911356765822053,0.16,"J",0.29468419010153
"345","npgo_sum_-5","npgo","sum","-5",0.330966638580004,0.105102888027,0.31,"J",0.225863750553004
"346","npgo_fal_-5","npgo","fal","-5",0.273915168455487,0.110813261288097,0.31,"J",0.163101907167391
"347","oni_year_-5","oni","year","-5",0.0803042682390896,0.136886725331049,0.22,"J",-0.0565824570919599
"348","oni_win_-5","oni","win","-5",0.0450615701531025,0.0982540496089634,0.19,"J",-0.0531924794558609
"349","oni_spr_-5","oni","spr","-5",0.0785753639926089,0.0930302175501314,0.28,"J",-0.0144548535575225
"350","oni_sum_-5","oni","sum","-5",0.121613034383286,0.103418782647399,0.15,"J",0.0181942517358872
"351","oni_fal_-5","oni","fal","-5",-0.164618555402677,0.0859548885635966,0.7,"J",-0.250573443966274
"352","arc_win_-5","arc","win","-5",0.13783274493542,0.107154591394423,0.24,"J",0.0306781535409971
"353","arc_spr_-5","arc","spr","-5",0.147675623661796,0.093901680014908,0.32,"J",0.0537739436468882
"354","arc_sum_-5","arc","sum","-5",0.177711798711246,0.0890231042300234,0.24,"J",0.0886886944812226
"355","arc_fal_-5","arc","fal","-5",0.230576382993565,0.0910366022957456,0.15,"J",0.13953978069782
"356","noi_year_-5","noi","year","-5",0.113022354797667,0.113542563123832,0.39,"J",-0.000520208326164256
"357","noi_win_-5","noi","win","-5",-0.156181899990317,0.122329465656759,0.68,"J",-0.278511365647077
"358","noi_spr_-5","noi","spr","-5",0.108225151336818,0.122315210212243,0.46,"J",-0.0140900588754254
"359","noi_sum_-5","noi","sum","-5",-0.165255627048555,0.125475348572502,0.7,"J",-0.290730975621057
"360","noi_fal_-5","noi","fal","-5",-0.0197578911976632,0.102692753596205,0.51,"J",-0.122450644793868
"361","upw_year_-5","upw","year","-5",0.0154407337659707,0.099215856322068,0.29,"J",-0.0837751225560974
"362","upw_win_-5","upw","win","-5",-0.0289222349621743,0.111553533844515,0.45,"J",-0.140475768806689
"363","upw_spr_-5","upw","spr","-5",0.0318641833580086,0.0998701395261928,0.48,"J",-0.0680059561681842
"364","upw_sum_-5","upw","sum","-5",0.0675098048135699,0.0920770196803566,0.54,"J",-0.0245672148667867
"365","upw_fal_-5","upw","fal","-5",0.260542394583531,0.112119021059371,0.14,"J",0.14842337352416
"366","upw_STI_-5","upw","STI","-5",-0.000177312881178844,0.125228123627166,0.42,"J",-0.125405436508345
"367","upw_FTI_-5","upw","FTI","-5",-0.212930240429881,0.115695655922037,0.68,"J",-0.328625896351918
"368","upw_LUSI_-5","upw","LUSI","-5",0.0504597454382641,0.112832019898877,0.37,"J",-0.0623722744606128
"369","upw_TUMI_-5","upw","TUMI","-5",0.0179232159846337,0.123925201090051,0.51,"J",-0.106001985105417
"370","upw_TDMI_-5","upw","TDMI","-5",-0.072928524410864,0.0970074069408657,0.49,"J",-0.16993593135173
"371","pdo_year_-4","pdo","year","-4",0.144629864434461,0.0990314473887503,0.6,"J",0.0455984170457104
"372","pdo_win_-4","pdo","win","-4",0.0936285033653659,0.101487754434032,0.51,"J",-0.00785925106866582
"373","pdo_spr_-4","pdo","spr","-4",0.0450101723836109,0.131687760376638,0.5,"J",-0.086677587993027
"374","pdo_sum_-4","pdo","sum","-4",0.063664805505399,0.0894732683625379,0.58,"J",-0.0258084628571389
"375","pdo_fal_-4","pdo","fal","-4",0.309645233432094,0.0843286239954552,0.47,"J",0.225316609436638
"376","npgo_year_-4","npgo","year","-4",0.265085362334424,0.109914203385595,0.29,"J",0.155171158948829
"377","npgo_win_-4","npgo","win","-4",0.414283326793059,0.105980864980823,0.11,"J",0.308302461812236
"378","npgo_spr_-4","npgo","spr","-4",0.237839815515544,0.109540039614449,0.29,"J",0.128299775901095
"379","npgo_sum_-4","npgo","sum","-4",0.239155124901138,0.108150779835078,0.38,"J",0.131004345066061
"380","npgo_fal_-4","npgo","fal","-4",0.280867762940188,0.0966006198473426,0.19,"J",0.184267143092846
"381","oni_year_-4","oni","year","-4",-0.0282777052756306,0.132585043521775,0.46,"J",-0.160862748797405
"382","oni_win_-4","oni","win","-4",-0.110574780148882,0.0803404086119837,0.57,"J",-0.190915188760866
"383","oni_spr_-4","oni","spr","-4",0.0448406331838054,0.0968494701043727,0.37,"J",-0.0520088369205673
"384","oni_sum_-4","oni","sum","-4",-0.328895369680031,0.132120837227911,0.9,"J",-0.461016206907942
"385","oni_fal_-4","oni","fal","-4",-0.183022353840713,0.114334793804983,0.67,"J",-0.297357147645696
"386","arc_win_-4","arc","win","-4",0.137917833210594,0.109984829703053,0.26,"J",0.0279330035075408
"387","arc_spr_-4","arc","spr","-4",0.134404133195216,0.104927608411486,0.31,"J",0.0294765247837299
"388","arc_sum_-4","arc","sum","-4",0.140562199585537,0.0889488002103346,0.31,"J",0.0516133993752025
"389","arc_fal_-4","arc","fal","-4",0.180926222970291,0.0844833120233069,0.22,"J",0.0964429109469836
"390","noi_year_-4","noi","year","-4",0.162198196453596,0.097605947825966,0.38,"J",0.0645922486276299
"391","noi_win_-4","noi","win","-4",-0.120752664413827,0.117786345944809,0.64,"J",-0.238539010358636
"392","noi_spr_-4","noi","spr","-4",0.170896630805445,0.0949097704538068,0.39,"J",0.0759868603516378
"393","noi_sum_-4","noi","sum","-4",-0.301991729750848,0.152217423458518,0.8,"J",-0.454209153209366
"394","noi_fal_-4","noi","fal","-4",0.18055441136559,0.105125906764364,0.47,"J",0.0754285046012261
"395","upw_year_-4","upw","year","-4",-0.0813488754530342,0.109739847801411,0.51,"J",-0.191088723254445
"396","upw_win_-4","upw","win","-4",-0.0761282803924812,0.107545416398416,0.55,"J",-0.183673696790898
"397","upw_spr_-4","upw","spr","-4",0.0342028149824161,0.106656426937944,0.39,"J",-0.0724536119555278
"398","upw_sum_-4","upw","sum","-4",0.0875653132777589,0.13830755814176,0.54,"J",-0.0507422448640013
"399","upw_fal_-4","upw","fal","-4",-0.0968453463040298,0.121443673665974,0.61,"J",-0.218289019970004
"400","upw_STI_-4","upw","STI","-4",-0.0703210187203597,0.117496050144619,0.56,"J",-0.187817068864978
"401","upw_FTI_-4","upw","FTI","-4",0.0279199761595839,0.118157999108257,0.36,"J",-0.0902380229486728
"402","upw_LUSI_-4","upw","LUSI","-4",-0.151844749166353,0.135843992217016,0.73,"J",-0.287688741383369
"403","upw_TUMI_-4","upw","TUMI","-4",-0.130588577668217,0.193972995400557,0.6,"J",-0.324561573068774
"404","upw_TDMI_-4","upw","TDMI","-4",0.00964451272269985,0.118442761917575,0.35,"J",-0.108798249194875
"405","pdo_year_-3","pdo","year","-3",0.266953736523181,0.125447081420604,0.29,"J",0.141506655102578
"406","pdo_win_-3","pdo","win","-3",0.344004196500506,0.0889578412445773,0.11,"J",0.255046355255929
"407","pdo_spr_-3","pdo","spr","-3",0.10498334190018,0.138739113745958,0.38,"J",-0.0337557718457778
"408","pdo_sum_-3","pdo","sum","-3",0.155524862018537,0.118353657395212,0.4,"J",0.0371712046233246
"409","pdo_fal_-3","pdo","fal","-3",0.248484864998281,0.0818601246834966,0.41,"J",0.166624740314785
"410","npgo_year_-3","npgo","year","-3",0.084700428516231,0.177430626895636,0.38,"J",-0.0927301983794048
"411","npgo_win_-3","npgo","win","-3",0.142087941662539,0.134485939239255,0.22,"J",0.00760200242328346
"412","npgo_spr_-3","npgo","spr","-3",0.0854120057672095,0.176212045953015,0.39,"J",-0.0908000401858053
"413","npgo_sum_-3","npgo","sum","-3",0.100746745309036,0.174621243289457,0.41,"J",-0.0738744979804215
"414","npgo_fal_-3","npgo","fal","-3",0.0674179109778922,0.118826702287381,0.43,"J",-0.0514087913094892
"415","oni_year_-3","oni","year","-3",-0.0551875535630554,0.124443060772449,0.49,"J",-0.179630614335504
"416","oni_win_-3","oni","win","-3",-0.186263459159801,0.120084179084068,0.7,"J",-0.306347638243869
"417","oni_spr_-3","oni","spr","-3",0.0495560351135161,0.135010466751563,0.39,"J",-0.085454431638047
"418","oni_sum_-3","oni","sum","-3",-0.172545790921554,0.155753534495353,0.74,"J",-0.328299325416907
"419","oni_fal_-3","oni","fal","-3",-0.222480875988786,0.121336639664874,0.71,"J",-0.34381751565366
"420","arc_win_-3","arc","win","-3",0.238722978880759,0.10313322288886,0.11,"J",0.135589755991899
"421","arc_spr_-3","arc","spr","-3",0.212126546445962,0.136714583913197,0.17,"J",0.0754119625327652
"422","arc_sum_-3","arc","sum","-3",0.182723679672014,0.123904800170578,0.36,"J",0.0588188795014356
"423","arc_fal_-3","arc","fal","-3",0.179707006093737,0.121124111608884,0.21,"J",0.0585828944848532
"424","noi_year_-3","noi","year","-3",0.301033302120812,0.091155369219905,0.18,"J",0.209877932900907
"425","noi_win_-3","noi","win","-3",0.181817545680599,0.116129903881226,0.22,"J",0.0656876417993727
"426","noi_spr_-3","noi","spr","-3",0.296895523544596,0.109129463340647,0.18,"J",0.187766060203949
"427","noi_sum_-3","noi","sum","-3",-0.2942539895617,0.138617316453908,0.84,"J",-0.432871306015608
"428","noi_fal_-3","noi","fal","-3",0.0375156723824925,0.121440293086726,0.52,"J",-0.0839246207042336
"429","upw_year_-3","upw","year","-3",-0.0768923909281858,0.146280944158766,0.57,"J",-0.223173335086952
"430","upw_win_-3","upw","win","-3",-0.0145749663322936,0.138425184634131,0.52,"J",-0.153000150966425
"431","upw_spr_-3","upw","spr","-3",0.0850066334399858,0.107219966627975,0.35,"J",-0.0222133331879896
"432","upw_sum_-3","upw","sum","-3",0.192658554870257,0.132851890477133,0.46,"J",0.0598066643931236
"433","upw_fal_-3","upw","fal","-3",-0.144847777293013,0.0940476599814837,0.66,"J",-0.238895437274497
"434","upw_STI_-3","upw","STI","-3",0.0953681700699414,0.1025706982408,0.3,"J",-0.00720252817085842
"435","upw_FTI_-3","upw","FTI","-3",-0.154915652503994,0.117675363537246,0.69,"J",-0.27259101604124
"436","upw_LUSI_-3","upw","LUSI","-3",-0.103171937751971,0.147114614755097,0.67,"J",-0.250286552507068
"437","upw_TUMI_-3","upw","TUMI","-3",0.0243528867677656,0.15292024134416,0.48,"J",-0.128567354576394
"438","upw_TDMI_-3","upw","TDMI","-3",-0.0415499192350791,0.138204186173119,0.52,"J",-0.179754105408199
"439","orca_NRKW_-2","orca","NRKW","-2",0.898539627647344,0.0159044644253043,0.007,"J",0.88263516322204
"440","orca_SEAK_-2","orca","SEAK","-2",0.936350427695681,0.00832593600401189,0.006,"J",0.928024491691669
"441","orca_WAK_-2","orca","WAK","-2",0.951532077622023,0.00659464656076818,0.001,"J",0.944937431061254
"442","orca_NRKW_-1","orca","NRKW","-1",0.897005927686567,0.0155820730175213,0.01,"J",0.881423854669046
"443","orca_SEAK_-1","orca","SEAK","-1",0.935243311121678,0.00889419618997659,0.003,"J",0.926349114931702
"444","orca_WAK_-1","orca","WAK","-1",0.953176929672867,0.00623791301755612,0,"J",0.946939016655311
"445","orca_NRKW_0","orca","NRKW","0",0.906032834041802,0.0131929439368828,0.005,"J",0.892839890104919
"446","orca_SEAK_0","orca","SEAK","0",0.932261532396544,0.00937384021550215,0.006,"J",0.922887692181042
"447","orca_WAK_0","orca","WAK","0",0.947513410764887,0.00764312047196657,0.002,"J",0.93987029029292
"448","spring_centralbc_-2","spring","centralbc","-2",0.190970878203273,0.108365351790493,0.26,"J",0.0826055264127795
"449","winter_centralvalley_-2","winter","centralvalley","-2",0.534141483061268,0.11430656365378,0.087,"J",0.419834919407488
"450","spring_centralvalley_-2","spring","centralvalley","-2",0.145126306492817,0.0925754252193619,0.13,"J",0.0525508812734554
"451","fall_centralvalley_-2","fall","centralvalley","-2",0.289656159289206,0.117746329211825,0.14,"J",0.171909830077381
"452","latefall_centralvalley_-2","latefall","centralvalley","-2",-0.34612609812396,0.110629523451363,0.91,"J",-0.456755621575323
"453","spring_fraser_-2","spring","fraser","-2",0.368781675890726,0.0759119096722174,0.054,"J",0.292869766218508
"454","summer_fraser_-2","summer","fraser","-2",0.663337374678045,0.0633621644690773,0.31,"J",0.599975210208968
"455","spring_klamathtrin_-2","spring","klamathtrin","-2",-0.0305643816378895,0.0801397708076666,0.44,"J",-0.110704152445556
"456","fall_klamathtrin_-2","fall","klamathtrin","-2",0.0175403252742226,0.0998731422656581,0.28,"J",-0.0823328169914355
"457","spring_lowercolumbia_-2","spring","lowercolumbia","-2",0.240383787686721,0.158013483285828,0.15,"J",0.0823703044008928
"458","fall_lowercolumbia_-2","fall","lowercolumbia","-2",0.611962476474645,0.0454626314877139,0.042,"J",0.566499844986931
"459","fall_midupcolumbia_-2","fall","midupcolumbia","-2",0.384808891996861,0.0828681498101216,0.52,"J",0.30194074218674
"460","spring_midupcolumbiasnake_-2","spring","midupcolumbiasnake","-2",0.437984187462118,0.0912352289059013,0.36,"J",0.346748958556217
"461","summer_midupcolumbiasnake_-2","summer","midupcolumbiasnake","-2",0.847043931784867,0.0272351987143565,0.11,"J",0.819808733070511
"462","fall_northcentraloregoncoast_-2","fall","northcentraloregoncoast","-2",0.469997635057196,0.0905542038750382,0.16,"J",0.379443431182158
"463","spring_northbc_-2","spring","northbc","-2",0.156138386103509,0.0973451484054112,0.32,"J",0.0587932376980982
"464","fall_npugetsound_-2","fall","npugetsound","-2",0.315704671297224,0.118584000821982,0.41,"J",0.197120670475241
"465","spring_npugetsound_-2","spring","npugetsound","-2",0.0311934588206709,0.10422138886718,0.51,"J",-0.0730279300465091
"466","spring_sealaska_-2","spring","sealaska","-2",0.412548280500461,0.0839046344471214,0.13,"J",0.32864364605334
"467","fall_soncc_-2","fall","soncc","-2",0.412549468867499,0.125365445615565,0.024,"J",0.287184023251934
"468","spring_soncc_-2","spring","soncc","-2",0.269279446775905,0.0655781692438449,0.038,"J",0.20370127753206
"469","fall_spugetsound_-2","fall","spugetsound","-2",0.302987053528996,0.130792945287096,0.3,"J",0.1721941082419
"470","fall_straightogeorgia_-2","fall","straightogeorgia","-2",0.120248193931953,0.162611236118197,0.36,"J",-0.0423630421862437
"471","fall_wacoast_-2","fall","wacoast","-2",-0.0613411554792491,0.119004700881666,0.53,"J",-0.180345856360915
"472","spring_wacoast_-2","spring","wacoast","-2",0.0540132052894179,0.166480440068376,0.45,"J",-0.112467234778958
"473","fall_wcvi_-2","fall","wcvi","-2",0.204041483891979,0.0839357920166233,0.4,"J",0.120105691875356
"474","spring_centralbc_-1","spring","centralbc","-1",0.0612571992114617,0.100489340875601,0.38,"J",-0.0392321416641396
