"","R","C1","C2","P1"
"1",0.562017616453556,0.00222639259176953,1.81519988950954,0.00688422464260722
"2",0.238250490726102,0.00298738944110165,1.91368673675758,0.0042101231045601
"3",0.0637782512762602,0.00238373284054505,1.27553102278627,0.00257575740907761
"4",0.15357686800396,0.00166517205893022,0.692132262856046,0.00157166362594753
"5",0.860214402903575,0.00230956217427981,0.578684050844948,0.000958647841708065
"6",1.03326783331343,0.00458330003100393,0.601425378113983,0.00058744125684281
"7",1.03772283975348,0.00924688298255295,0.584893402862683,0.000363762657321825
"8",1.0536906049569,0.0187170657537904,0.505941157096082,0.000229993874242902
"9",1.08377128051431,0.0381732526913019,0.370645667868355,0.000151475866680145
"10",1.11348747462582,0.0785952402330069,0.222723329039712,0.000107829989179462
"11",1.12099421559758,0.162776594107332,0.116830576084809,8.81291317007046e-05
"12",1.08793768848511,0.336071038731338,0.0629981968316999,8.9251938839319e-05
"13",0.987854175537522,0.680895476596706,0.0393154322076587,0.000118463604565271
"14",0.747202632274808,1.30181303690656,0.0283689249283221,0.000204395042612203
"15",0.20087114893367,1.92769905661885,0.0197476092051162,0.000423017342572766
"16",0.00419847463039591,1.14695270347742,0.00756679936358922,0.00086245575570403
"17",0.003909810384454,0.550882453333207,0.00272012266746849,0.00139430439494818
"18",0.0499031731791277,0.284419150985872,0.00112638533456867,0.00170489033875365
"19",0.778260367996713,0.31083608729958,0.000903141389168427,0.00180991639423086
"20",1.01450550558463,0.614058525867696,0.0012135783308612,0.00230989281441118
"21",0.809986080665043,1.19097226039112,0.00165593488838532,0.00384572244417126
"22",0.313291163489557,1.91348509073427,0.00198627358852331,0.00781530796553286
"23",0.00640240859671587,1.29815935745233,0.0012172871726244,0.0163326265171481
"24",0.0032718574142948,0.609640821030022,0.00056949635201024,0.0275566627372437
"25",0.0345589468030587,0.291319829844392,0.000278775154434771,0.0346431909033428
"26",0.684128434954456,0.264471279779378,0.000232903841361226,0.0358564059174615
"27",1.05059249933487,0.485337438869722,0.0003418899224969,0.0422644653644492
"28",0.918866740659743,0.902786230984607,0.00050803788790051,0.0637987349472782
"29",0.619241147048756,1.52310423544709,0.000706090549918179,0.119095172493806
"30",0.113896500443299,1.69488840611023,0.000729863046944493,0.249354701381306
"31",0.0204997661093486,0.690814647844062,0.000406220841868822,0.459951891185014
"32",0.288564347381123,0.176488508933914,0.000258372957684182,0.540382926085805
"33",1.13733036820023,0.0873136717201338,0.00035402974410138,0.446461942831029
"34",1.17967832035304,0.0620090113454782,0.000551175760343456,0.331297832181047
"35",1.18217318550817,0.0582367018002255,0.00086053404118006,0.237763625077843
"36",1.17968374035203,0.0688800254815938,0.0013436963935019,0.172187639443346
"37",1.17230862701801,0.0959327742499149,0.00209630048199078,0.130414788804291
"38",1.15751063949119,0.148462989928056,0.00326338805117685,0.107600914081102
"39",1.12982954015853,0.243873707034153,0.00505830441897231,0.10146643099429
"40",1.07932808446153,0.409183795258111,0.00777496891566759,0.114418788794638
"41",0.989729255517118,0.674035909011996,0.0117564940407278,0.157665183942873
"42",0.840333990252283,1.03084152164763,0.0172043838629745,0.260598621761133
"43",0.634657647570783,1.31662276826823,0.0235902121212863,0.487355475592826
"44",0.535967981002497,1.12956470752732,0.0295836166074819,0.932896386738911
"45",0.911784011981335,0.391254598415618,0.0394188196413397,1.47500994982415
"46",1.16766409176948,0.0210352001315942,0.0601567646834929,1.22973098172907
"47",1.17793515341862,0.00199286535005463,0.0938894183840598,0.762937880887796
"48",1.16688857006403,0.000612582233714113,0.146411303173886,0.464235704145235
"49",1.14818573755427,0.000398416954926223,0.227609675787742,0.281930829419937
"50",1.11848528108294,0.000407593002790767,0.352033884501451,0.171171328796278
"51",1.07131862317982,0.000545299685157086,0.539874791178422,0.103949319618551
"52",0.995885274281273,0.000848476202809939,0.815996318212655,0.0631698268477731
"53",0.873633179080575,0.00141531896378024,1.20113226639643,0.0384402686741588
"54",0.671022478634566,0.00234808565553249,1.67486108186383,0.0234473431294221
"55",0.336446227882326,0.00338850060196069,2.02667468282179,0.014349859708159
"56",0.0488596372674009,0.00287450744609303,1.57399282850282,0.00879418538566803
"57",0.0294436007712902,0.00157242881011853,0.850955065594046,0.00536970503183864
"58",0.212170557383589,0.00107165123233772,0.544745048827478,0.00326904215253202
"59",0.928738463046662,0.00166785808260625,0.672386539256343,0.00199039272428979
"60",0.936994992535072,0.0032717207317996,0.996259996900435,0.00121611926596037
"61",0.782545141779289,0.00619841131672038,1.43334180313321,0.000748274555699193
"62",0.517274719915509,0.0105746431882791,1.89442885793046,0.000465757353615148
"63",0.1420448992481,0.0129189420140137,1.91548540675148,0.000293486802609986
"64",0.0251019468189113,0.00819497817709225,1.14582528565401,0.000184084662078634
"65",0.0661956651311669,0.00468466926485308,0.630387964148946,0.000113832264049309
"66",0.629911110320244,0.00491025530314732,0.563135496895121,6.99994171400532e-05
"67",0.975348167239042,0.00937998538849888,0.813159232117844,4.33712163553637e-05
"68",0.868586031330085,0.0182826894071654,1.19315876940061,2.74189925287902e-05
"69",0.660973876221731,0.0332905457986474,1.65771177930442,1.79545093404549e-05
"70",0.315219101588438,0.0502120996780735,1.98038843679614,1.23331162555373e-05
"71",0.042019588578782,0.0422014848558872,1.48064764521036,8.63278574854751e-06
"72",0.0296306480187918,0.0233180762392818,0.789783816361556,5.76323947095626e-06
"73",0.237086005661206,0.0164885408375925,0.51152648632238,3.70223496215993e-06
"74",0.945828689040104,0.026659882880534,0.641053484994962,2.38873559363378e-06
"75",0.93581026032381,0.0526401839708043,0.942503029375777,1.62233737559259e-06
"76",0.774519350782587,0.0998540079821118,1.34107235203589,1.20870061549134e-06
"77",0.491802357285516,0.16892681027993,1.73815904028436,1.02536796070395e-06
"78",0.110231117684622,0.194735310870256,1.64974078039185,9.69193495017566e-07
"79",0.0231233480284651,0.117108586249368,0.915682019720408,8.6084091001234e-07
"80",0.0904057728432582,0.0688492577364667,0.482932605520216,6.64188520338607e-07
"81",0.784030431124203,0.0835718064570594,0.442176648136953,4.90166629236073e-07
"82",0.992153237867941,0.164158673008311,0.592165850825582,4.03338361175106e-07
"83",0.879901075751791,0.321448796581086,0.787938750075254,4.06178366939792e-07
"84",0.663899856010798,0.587773143327529,0.980340506089969,5.20314994791551e-07
"85",0.282396767203251,0.873370510570633,1.00291075489518,8.18711632172517e-07
