"t","dC1dR","dC1dC1","dC1dC2","dC1dP1"
102,0.107709900113456,1.74295711932639,-0.0886615437811248,-0.465264457605076
103,0.130482119559168,1.76532386227936,-0.105441822938737,-0.760553240933687
104,0.686321873977979,1.21786008999059,-0.322252745531567,-0.935797976923998
105,1.56283258761659,0.0831382055585827,-0.606175927009799,-0.548430967049997
106,1.61971514156275,0.361499933342284,-0.150575558281027,-0.522378303584386
107,2.20203772850707,0.43410101867236,-0.0771574007508478,-0.36805131274703
108,0.9565002361951,0.260890533533409,-0.245792527568764,-0.341954568875114
109,0.267510671678177,1.29947149512798,-0.239202955964172,-0.519095816117774
110,0.0716377672267292,1.78983607293224,-0.100102592686194,-0.67954921918311
111,0.50354180857351,1.54992413332832,-0.187095326197488,-0.932575541999386
112,1.67390134713267,0.305333092918961,-0.586628221833595,-0.517475873132388
113,1.55019183104338,0.241330167933955,-0.367033926869688,-0.561019589979975
114,1.66776358713616,0.326586790597152,-0.0319443799052436,-0.269823213926598
115,0.254445409936098,0.22147304116212,-0.172011173779014,-0.173478664680528
116,0.0297411521027463,1.28825836575469,0.014351061327099,-0.233194880758478
117,0.0407429518312597,1.3150782315006,0.0257680121247729,-0.178922933280011
118,0.0107628876790681,1.34241324277017,0.00820477387079894,-0.236393180366043
119,-0.00976809733534125,1.34700991926775,-0.0190174747328506,-0.318368239824654
120,-0.000894721955767471,1.33020412652948,-0.0375634015272362,-0.41330942280683
121,0.00846932075132063,1.26984239955261,-0.0352125591368681,-0.466627789523474
122,0.0499826722709927,1.10788090432381,-0.01568557236059,-0.450488565459739
123,0.00737816094252036,0.835482548470078,-0.037118916136774,-0.353295143181883
124,-0.00473126178316868,0.599965436337595,0.0115698281325999,-0.174491838641659
125,0.0269320012696169,0.551246689441934,0.0472896474903217,-0.0804060513776805
126,0.0459074525546443,0.736938818061704,0.021884285565352,-0.063782308063849
127,0.107376923096829,1.11887509538193,0.0446315376251375,-0.0678124542282739
128,0.0657146297652471,1.30229641188607,0.0339771738813621,-0.0804406675056729
129,0.0455409125931813,1.4814759430055,0.0201797609526736,-0.115867919838977
130,0.0331036426014518,1.65160093689387,0.00326768784329155,-0.139259894980613
131,0.0213454501366256,1.73914371615974,-0.0129312978420826,-0.172041760269946
132,0.0181127429775799,1.77176396286175,-0.0287792303578318,-0.249657194715044
133,0.0375909833176383,1.74693343389105,-0.0618752666411275,-0.402094592839568
134,0.282944656234413,1.62013819310329,-0.0722115103571214,-0.616018039419083
135,0.468713084604421,0.904233891176598,-0.417347089676556,-0.746500051561064
136,0.997074386488168,0.347933557606283,-0.328332187987183,-0.405955294982514
137,0.548603816851861,0.358669120737831,-0.0551371874268676,-0.148408303382109
138,0.145868548310501,0.307944253691796,-0.114731622632371,-0.0945139096371578
139,0.0390983223942992,1.35682969686809,-0.00928020650963094,-0.163950281581611
140,0.0407328944060238,1.43876852495272,-0.0155036649953729,-0.136041516299811
141,0.0659989894393398,1.4521595646184,-0.00741776690440655,-0.15079692990463
142,0.151680593302409,1.36207698278121,0.00283348479510963,-0.18221975804751
143,0.166493771902056,0.961359908316642,-0.0307238338788992,-0.151538654562763
144,0.177018567417727,0.604676948235448,-0.0354349653265039,-0.0936189098344234
145,0.143836223286438,0.553021922775246,-0.0145473321704896,-0.0433008468543211
146,0.111501295760514,0.737278860703397,-0.103515471640931,-0.0440725685031749
147,0.012244800287128,1.76888186974559,-0.0226446333226822,-0.12922961391016
148,0.0388359217888994,1.78085828329988,-0.0174098692201475,-0.158621185616751
149,0.102727586150372,1.62058453865635,-0.0176678451252122,-0.20019291351931
150,0.18488927327138,1.11734207568895,-0.038394499818278,-0.165366108883782
151,0.210938302976852,0.630151962612641,-0.0549662955644717,-0.102437878068702
152,0.203536820287072,0.567614365456976,-0.0187444066343235,-0.0400921581164717
153,0.144563092245605,0.717180214081075,-0.13323844163643,-0.0561338832204198
154,0.0357435430396352,1.75256321993414,-0.034857567651928,-0.139397955414083
155,0.0293181091119692,1.85206068913877,-0.0251935481352824,-0.210897446786414
156,0.0902759020270549,1.70967580911491,-0.0320045253796874,-0.28864619386206
157,0.28078187778749,1.20818785913738,-0.160926180976386,-0.438443748154418
158,0.526063221121329,0.540942886684675,-0.152709585924839,-0.270746298541289
159,0.52860012894119,0.534355493529628,-0.0175219992681354,-0.116822936639133
160,0.363446049375253,0.620518399186401,-0.181081316005623,-0.166124007869819
161,0.184940508569625,1.05334434313665,-0.232983801935833,-0.180944455181033
162,0.0303282918086313,1.83371032423363,-0.0474459936930477,-0.371744854839252
163,0.147925616716695,1.74130609990785,-0.0782188340125299,-0.589072018819993
164,0.170681646880528,0.899413658586188,-0.554465712953319,-0.746600929455214
165,1.06174356783833,0.315483158614291,-0.397843477913136,-0.497815006016299
166,1.36903918756313,0.44459815506381,-0.1180546561362,-0.339024792492943
167,0.644882232612881,0.454783382461588,-0.232424398863547,-0.244241850152156
168,0.368649578415146,0.763775319687812,-0.301669434869856,-0.339610737811641
169,0.021927689275723,1.77478277355396,-0.0552078262487623,-0.372952582288554
170,0.0763590138480721,1.72282455410581,-0.094807275144406,-0.557088429967346
171,0.629548415413574,1.55253704863057,-0.0546180461284382,-0.691170892375774
172,0.863428647629738,0.456476315051624,-0.659198244210619,-0.604165505867248
173,1.10871898658417,0.279628288931352,-0.246026059010096,-0.340130470756244
174,0.271430454813786,0.293301983782008,-0.0507186765098414,-0.100787069427751
175,0.0844274926396477,0.550405812928522,-0.0576813416296488,-0.137674397576509
176,0.087638299583447,1.22064801538845,0.00828675832655858,-0.097990184963803
177,0.06046028408413,1.36978604245748,0.00245718050695352,-0.10228433532226
178,0.0579922778460961,1.41056298794724,-0.00296444614978355,-0.122034253597721
179,0.103679467567058,1.30886606419831,-0.0203137535136786,-0.12867624615159
180,0.119287757848651,0.931289243832565,-0.0349164009595914,-0.086363999720334
181,0.14926723361861,0.610696179813402,-0.0339872255180395,-0.0741563788005142
182,0.142526355100387,0.56655196290598,-0.0158402130626434,-0.036226635751011
183,0.0938080336687538,0.814886816725185,-0.104804953483547,-0.0202402660185075
184,0.00916854843017715,1.82803736565419,-0.0231139091264614,-0.136644053506931
185,0.0366007862544217,1.8111049818617,-0.0163900230422811,-0.148860055216888
186,0.0574631504696453,1.67783412030128,-0.027586724946845,-0.194205639342016
187,0.192290296131558,1.35076099241814,-0.038000574440995,-0.191879103705683
188,0.298541705654693,0.856910932463004,-0.0845444130427934,-0.178878226159702
189,0.366823129961687,0.55774247487271,-0.0471204424813032,-0.105920292737727
190,0.204964942170576,0.613378293764778,-0.17665715075353,-0.0753406496694306
191,0.0649867397975224,1.76431474777346,-0.0945028689177069,-0.424607362434453
192,0.1458158452608,1.72515460950895,-0.112158727549124,-0.740477068520567
193,0.530859320287549,1.30321445879663,-0.284944086114596,-0.912097636274299
194,1.62316947182483,0.130918267700435,-0.633180476481916,-0.518243953673232
195,1.64224093788403,0.287432302941574,-0.263125052370135,-0.494405124121621
196,1.33810633133089,0.30823544760681,0.00180351473267934,-0.172162033943539
197,0.169977916902368,0.284937127048238,-0.155580405819413,-0.189826108352543
198,0.0285016287894709,1.25286012812761,0.00886926301622366,-0.189314415420174
199,0.0529043633708959,1.28506941252315,0.0180440895881809,-0.199703911899158
200,0.0376403243848155,1.28845361486995,0.00241949354613822,-0.248576706157438
201,0.0357047754310025,1.27156068906272,-0.0137490060572103,-0.30478451004937
202,0.0522539714785725,1.2283319457386,-0.0205218048603486,-0.350050847734453
203,0.0608924362819804,1.13165225876922,-0.0225560556623154,-0.358135615526426
204,0.0702988094418303,0.983614966853447,-0.0187948794375377,-0.325570223679147
205,0.0154967389722817,0.833430946075295,-0.0258394872419911,-0.234933039409358
206,0.00605559885136021,0.755982123172087,-0.00798182423819186,-0.13390232084422
207,0.0441138143523961,0.829863832747764,0.0118587910067354,-0.0978423543034622
208,0.0986400726541607,1.0796609845311,0.040627046787226,-0.0839783491460819
209,0.0869161606722993,1.26305144337856,0.0405587056481674,-0.088084996582773
210,0.0569280451847961,1.38793011507328,0.0219626130962492,-0.118637029176601
211,0.0502827042019303,1.53166050212133,-0.00203019055181444,-0.166238645889161
212,0.0286320936707212,1.59821344218419,-0.033153001366288,-0.196092286357988
213,0.0861923689555736,1.55795470175697,-0.0122315785568204,-0.229900372336881
214,0.267885849008494,1.38523693783526,0.000514732123999571,-0.296975535057522
215,0.283087990856698,0.874612002357189,-0.0614397694980367,-0.242637786463265
216,0.278433076939301,0.539233037270145,-0.0489036121440408,-0.15471379138427
217,0.184136402087027,0.561022099457321,-0.0317204947236043,-0.0607100547725482
218,0.116249645675286,0.931432736340352,-0.110559686830344,-0.0524495211735289
219,0.0198972310489495,1.74333636751299,-0.0274883753192115,-0.180636227516225
220,0.0453477199561176,1.71187856002512,-0.0196142229591017,-0.201665747843122
221,0.15476309577514,1.56666297842816,-0.0212446332012242,-0.262156560865417
222,0.281576533190659,1.08902204955144,-0.0767920984527586,-0.27937354328414
223,0.364879472551044,0.601500402540653,-0.090208610061891,-0.179402310471789
224,0.290009956005055,0.547541216101922,-0.0168532835565326,-0.0864311898089608
225,0.139849524180895,0.921868289100783,-0.186241142622089,-0.102470865809603
226,0.0373971557110681,1.75939255986363,-0.0576003971328072,-0.377117750492747
227,0.0690626224813095,1.72289167102226,-0.0964288847306454,-0.56392528454522
228,0.362272978114063,1.61626640423588,-0.114370243872047,-0.779359325684446
229,1.20252276605729,1.32254961493904,-0.081506668134327,-0.769057276335478
230,1.55521913012006,0.423236222059111,-0.419772289977006,-0.502465260213436
231,0.958620991178085,0.418069120526865,-0.091839030375135,-0.274708390864117
232,0.0518966866471669,0.299126103914028,-0.0170063465981602,-0.137475461106293
233,0.0318419814909998,0.280054967642016,0.0206129196470758,-0.0368636810315887
234,0.0312906379271713,0.486257383536672,0.0368908741615406,-0.0396339132511656
235,0.0867212121079486,0.9183035033252,0.0376982444170342,-0.0581692545314537
236,0.0717431447560811,1.27512358274718,0.0319112185443643,-0.0702054480085854
237,0.0539859064763011,1.49969273836665,0.0219019561547821,-0.101406336456146
238,0.0378387801686452,1.69751622991427,0.00495704503509616,-0.114053036629823
239,0.0227343419375158,1.78683339262615,-0.00644212535046433,-0.124632967964813
240,0.017318550088984,1.82567882294397,-0.0106803094927858,-0.139011061395568
241,0.0145770355459972,1.84726168375477,-0.0126535655882745,-0.153272370857779
242,0.0115437250856907,1.85896345104054,-0.017945314229665,-0.168782523049236
243,0.0409576688462357,1.82549071995972,-0.0267997251304899,-0.208999085210431
244,0.118840278893484,1.67608340111487,-0.0344002660005348,-0.314053574215225
245,0.267855004482997,1.11725206725528,-0.222587579736148,-0.498590965594635
246,0.673654167898283,0.494945039346253,-0.229048490800363,-0.358672091411425
247,0.693673745693104,0.514048324834866,-0.0388046811421636,-0.202767262732503
248,0.549304367692173,0.59091501834151,-0.243727504989344,-0.2647845531286
249,0.0511899346652111,1.78983150680823,-0.0835653050864097,-0.470264103593388
250,0.125904794817891,1.73025596128287,-0.104278088084381,-0.737054498655057
251,0.569792792392492,1.36311410810761,-0.248116864425621,-0.909372233559569
252,1.57797388536212,0.190475023675182,-0.62903486332736,-0.520143038306178
253,1.69389240191865,0.227623107259505,-0.365989638051521,-0.480596981996547
254,0.838822944043356,0.352979526205043,-0.11882181039848,-0.173503806586865
255,0.0880294036758731,0.727299568133108,-0.00948807650759514,-0.163116559811771
256,0.0727881594279119,1.0648272496582,0.0146602414668093,-0.102105595470257
257,0.0895941634824688,1.21856528919167,0.0356721054517993,-0.0957884379109688
258,0.0685715347354935,1.29553114730481,0.0376925456470283,-0.111669800151651
259,0.0325884556169876,1.37221852017191,0.0247708605261446,-0.153054337735161
260,-0.0115689232447186,1.44970821591399,-0.000231764540213562,-0.217439898330172
261,-0.033780732317258,1.50683710598778,-0.0330231684393767,-0.309918125286048
262,-0.0147992399124293,1.51786223854641,-0.0712487368765122,-0.439146181030753
263,0.0519474788820511,1.46566305879962,-0.0954448943287379,-0.574171483664668
264,0.235561538459161,1.33857039533937,-0.0892862315707227,-0.631445040983809
265,0.358637340492035,1.08843654642629,-0.0532545984792475,-0.52528648027272
266,0.132809147015861,0.639122055760748,-0.0248969309422861,-0.289983145600421
267,0.0539773723598129,0.373099598520125,-3.57473238395083e-05,-0.108440778229424
268,0.0655503126719541,0.433385812675299,0.00979806571216482,-0.060164370525805
269,0.0880842531794525,0.638253325762567,0.020684048471267,-0.0606383268159444
270,0.0676050815661674,0.757231653987151,0.0118006849396861,-0.0440656683686373
271,0.106740494484173,0.574212895485857,-0.01429918089708,-0.0479969396298456
272,0.116223258490348,0.568157815037338,-0.0146554083964947,-0.0377782381516717
273,0.02293520820709,1.6838470264139,-0.0252945251245027,-0.110078063965749
274,0.0215086433520311,1.82831868483544,-0.0151703781453573,-0.119673245201751
275,0.0102600833946247,1.84707548603139,-0.0140762196882839,-0.122900873292516
276,0.00943609897428525,1.85174453806486,-0.0141308049704091,-0.147100245424293
277,0.0190277711707204,1.87082167415068,-0.0116600846894555,-0.150052118862329
278,0.0319824405542108,1.89276968628951,-0.011561997577489,-0.159340525642213
279,0.0504436656002494,1.89977484015928,-0.0131548447251154,-0.196672706431614
280,0.0441790997319503,1.88559640778423,-0.0357870359488532,-0.30957349599866
281,0.0440667684338173,1.82393696199855,-0.0892973356500326,-0.602934792873462
282,0.473855072961059,1.65179474790592,-0.128370901544281,-0.917303997414147
283,1.60920528720502,0.456159224436314,-0.563938662919506,-0.637006180730156
284,1.50855570940675,0.228302819555969,-0.393513888768148,-0.5909430104143
285,1.87326851254639,0.41562418387979,-0.0883259410475412,-0.365331641140474
286,1.07091552465772,0.305392058834154,-0.142883962198632,-0.236803979435413
287,0.574925809542088,0.516762856279087,-0.330321857141532,-0.380558078149019
288,-0.00151581472576964,1.74258367046898,-0.0784535424036863,-0.47537353778275
289,0.120563448280935,1.68963530822318,-0.105770909002689,-0.69039849682454
290,0.832927672827176,1.62258190554915,-0.0428183472738368,-0.856106757184345
291,1.49452046723073,0.974943164946872,-0.164533145600798,-0.609217844289426
292,1.31646408775963,0.521559266813441,0.103183569618083,-0.358545152413776
293,0.167687665232643,0.390466764087196,-0.0541531335378964,-0.200531389161527
294,0.0354434316748508,0.144670989194551,0.0323810557132883,-0.0373789972787168
295,0.0353371504812239,0.313631232258636,0.0365690060296403,-0.0348483993520196
296,0.0395216749357536,0.613733716812548,0.0396594657836358,-0.0476668625927954
297,0.111242850416994,1.13044021427989,0.0507693641288471,-0.0594155720783842
298,0.0652376939890263,1.35486656885264,0.0335184084521617,-0.0788965742126768
299,0.0562103833787054,1.59636665239848,0.019060147682118,-0.105547280353158
300,0.0343015399971501,1.74601679708353,0.00219777105174936,-0.114468294046087
301,0.023358880419417,1.80968334260605,-0.00599159318536597,-0.125338174852877
302,0.0164259548315485,1.83426178197242,-0.0101719752630742,-0.137301863662828
303,0.0143290889605498,1.85107386386928,-0.00980884369972682,-0.136196506627142
304,0.0202354214820593,1.85544421191693,-0.0136777720776038,-0.11802703618038
305,0.0233620436412901,1.75883572746225,-0.0201484215241179,-0.134985459795495
306,0.0833309440200425,1.5021264655025,-0.0274709419417303,-0.148049774602857
307,0.11155216480379,0.998621252977558,-0.0335780626218381,-0.0985014709309862
308,0.150535462829114,0.626334008053905,-0.0383177655218324,-0.0824575972775478
309,0.159518014977079,0.573005899065594,-0.0194686650118373,-0.0357378356905397
310,0.106909103105865,0.777886001884302,-0.125578123487873,-0.0303118618679305
311,0.0152759579118783,1.82849171983849,-0.0245075621214794,-0.133922740706594
312,0.0344936063666866,1.84133070019619,-0.020174779366183,-0.163787802958766
313,0.0694337528747447,1.68140745524584,-0.0344533101448505,-0.233167283252434
314,0.281032279463323,1.23382676181817,-0.0602957841710678,-0.261554686733927
315,0.360703736836655,0.614942774213681,-0.0983705807108852,-0.176150507939634
316,0.37574833003576,0.559677794789475,-0.0176664620176521,-0.0969155685803184
317,0.274592025267837,0.660350452331203,-0.165598212132992,-0.130348947989056
318,0.111479310798323,1.3681110374401,-0.196893085519525,-0.225009664950943
319,0.0326815234740275,1.83792609399479,-0.0480836144310524,-0.37924550358888
320,0.165317572888071,1.7240863067164,-0.0921586025683358,-0.635868545901946
321,0.360814260025221,0.842480067980869,-0.567116133020176,-0.784266652306806
322,1.20182575622017,0.282338277395347,-0.454677529786116,-0.554943942878534
323,1.68628724265224,0.412679616345525,-0.0889540025812278,-0.381601705592344
324,0.946369858001519,0.412695637567533,-0.169670032918805,-0.392105908851305
325,0.504750637683765,0.794469730507072,-0.304408101751583,-0.506805246036025
326,0.0617110054285435,1.79933073320616,-0.0914090952425737,-0.662585232625106
327,0.405385901354098,1.54624103006905,-0.182342596508469,-0.941649364437959
328,1.56616488620299,0.249619132771829,-0.63832983558467,-0.56146421108374
329,1.56113597516866,0.299974866598343,-0.293152480965039,-0.56041004260411
330,2.05586124400201,0.399604344382355,-0.0767664594422372,-0.343929031508952
331,0.893815264017742,0.292259545372698,-0.220123387054263,-0.249825453204984
332,0.25518431085874,1.17762938101613,-0.25315727799947,-0.425007681573639
333,0.00496489344561034,1.73448041319719,-0.0828162583846625,-0.518326810727575
334,0.182879829095524,1.65801919776716,-0.115249949033736,-0.752583272636355
335,1.11457546681377,1.57332531068579,0.0276633691523712,-0.846028031986417
336,1.48792906929782,0.779430016100879,-0.165680156576417,-0.563578241023118
337,0.831639088107094,0.576996479152769,0.00143437749753,-0.343180728132515
338,0.0504876009924156,0.256824799526719,-0.0126907825558933,-0.132771451907747
339,0.0413525629198959,0.190048549304218,0.000117879444223406,-0.029395554760422
340,0.0349420049811579,0.407337823026719,0.0275428826512575,-0.0348892164123962
341,0.0606793476909328,0.779708268709968,0.024714817658523,-0.0541921117059712
342,0.119825673157932,1.25844651787169,0.0332106090224038,-0.0697501985840192
343,0.0539763042916464,1.48537211719329,-0.00504604021721331,-0.109177033151411
344,0.0407561076033259,1.65912299733877,-0.0132609797857144,-0.128669896972888
345,0.0326005759635889,1.6442102280018,-0.014403746586227,-0.130404012326193
346,0.0809479598282413,1.34158292318128,-0.0136112772354987,-0.0985343831768612
347,0.0768355740480244,0.900540443270229,-0.0173515784800868,-0.0560202312504921
348,0.119482605213074,0.633826434515325,-0.0313032809094742,-0.0655486333687831
349,0.133352463699182,0.581082935715803,-0.0185779772265585,-0.032501852996552
350,0.0763800458485593,0.894729730976305,-0.0965287963676762,-0.000881973926483211
351,0.0139625620723972,1.86306499484715,-0.0199742860123879,-0.120121695103102
352,0.0312252761654652,1.81232209964461,-0.0127989656583932,-0.12067454931116
353,0.0396359495993289,1.67146433780713,-0.0174969937695496,-0.125541849249902
354,0.0824928074113396,1.35663577277198,-0.0169350105688545,-0.110500554359205
355,0.0899839187043109,1.0113785140554,-0.0312616698603791,-0.0862941727304533
356,0.129995779044392,0.724380014091063,-0.0376386926132294,-0.0813562474705719
357,0.127406492326438,0.661317442304903,-0.00885077876307565,-0.0416294101108303
358,0.0187009809252971,1.76057643331978,-0.0244374289890405,-0.128792493012243
359,0.0127180470861733,1.87360424669357,-0.022477612182066,-0.215300653226584
360,0.028106019616533,1.87266751147187,-0.0407811953609241,-0.324311977435394
361,0.0402945942302489,1.82521101472671,-0.0898162901945537,-0.597277675668938
362,0.465823653410744,1.65521329978155,-0.129207917298219,-0.91125730846908
363,1.62349709199207,0.466056833268619,-0.540866183070746,-0.633658522325954
364,1.50494102637391,0.227961947145922,-0.388006307840756,-0.581765354668888
365,1.8625940914841,0.427690741542264,-0.095754011817968,-0.391760470616704
366,1.3328199184253,0.325507129932535,-0.0937321834191259,-0.299673115996513
367,0.75093550701888,0.306640516689962,-0.324765639241742,-0.386198677757828
368,0.0572636777756706,1.81795953498371,-0.0797820426631473,-0.576822651747795
369,0.29241368116259,1.69730343311905,-0.131566978708346,-0.863322822175981
370,1.32921010193349,0.767840301786043,-0.515449259044041,-0.821226555100563
371,1.50867487635659,0.178740291867547,-0.460072155622548,-0.588654114988226
372,1.86955714836338,0.425028147925185,-0.153427123107203,-0.423582019020578
373,1.43837905547384,0.35252123847904,-0.028348613745075,-0.265247737083622
374,0.751801867345798,0.285169851005776,-0.319874929599435,-0.338950470392206
375,0.0427885590602944,1.79504001351203,-0.0787439508819213,-0.494310147424435
