"","yr","model","var","spp","scale","offset","coeff"
"6199",NA,"5","pinn","HS","aerial","4",NA
"6200",1991,"5","pinn","HS","aerial","4",-0.0918611609078494
"6201",1992,"5","pinn","HS","aerial","4",-0.095342605375843
"6202",1993,"5","pinn","HS","aerial","4",0.193556781931032
"6203",1994,"5","pinn","HS","aerial","4",0.21421408625824
"6204",1995,"5","pinn","HS","aerial","4",-0.0885905744804282
"6205",1996,"5","pinn","HS","aerial","4",0.054009774978812
"6206",1997,"5","pinn","HS","aerial","4",0.100089413375903
"6207",1998,"5","pinn","HS","aerial","4",0.037535580707057
"6208",1999,"5","pinn","HS","aerial","4",-0.0497007139932603
"6209",2000,"5","pinn","HS","aerial","4",NA
"6210",2001,"5","pinn","HS","aerial","4",NA
"6211",2002,"5","pinn","HS","aerial","4",NA
"6212",2003,"5","pinn","HS","aerial","4",NA
"6213",2004,"5","pinn","HS","aerial","4",NA
"6214",2005,"5","pinn","HS","aerial","4",NA
"6215",2006,"5","pinn","HS","aerial","4",NA
"6216",2007,"5","pinn","HS","aerial","4",NA
"6217",2008,"5","pinn","HS","aerial","4",NA
"6218",2009,"5","pinn","HS","aerial","4",NA
"6219",2010,"5","pinn","HS","aerial","4",0.0738660073375688
"6220",2011,"5","pinn","HS","aerial","4",NA
"6221",2012,"5","pinn","HS","aerial","4",NA
"6222",2013,"5","pinn","HS","aerial","4",NA
"6223",2014,"5","pinn","HS","aerial","4",NA
"6224",1957,"5","pinn","HS","aerial","4",NA
"6225",1958,"5","pinn","HS","aerial","4",NA
"6226",1959,"5","pinn","HS","aerial","4",NA
"6227",1960,"5","pinn","HS","aerial","4",NA
"6228",1961,"5","pinn","HS","aerial","4",NA
"6229",1962,"5","pinn","HS","aerial","4",NA
"6230",1963,"5","pinn","HS","aerial","4",NA
"6231",1964,"5","pinn","HS","aerial","4",NA
"6232",1965,"5","pinn","HS","aerial","4",NA
"6233",1966,"5","pinn","HS","aerial","4",NA
"6234",1967,"5","pinn","HS","aerial","4",NA
"6235",1968,"5","pinn","HS","aerial","4",NA
"6236",1969,"5","pinn","HS","aerial","4",NA
"6237",1970,"5","pinn","HS","aerial","4",NA
"6238",1971,"5","pinn","HS","aerial","4",NA
"6239",1972,"5","pinn","HS","aerial","4",NA
"6240",1973,"5","pinn","HS","aerial","4",0.0689923360069466
"6241",1974,"5","pinn","HS","aerial","4",0.120771404225517
"6242",1975,"5","pinn","HS","aerial","4",NA
"6243",1976,"5","pinn","HS","aerial","4",NA
"6244",1977,"5","pinn","HS","aerial","4",NA
"6245",1978,"5","pinn","HS","aerial","4",0.108625813681401
"6246",1979,"5","pinn","HS","aerial","4",0.216440121089349
"6247",1980,"5","pinn","HS","aerial","4",0.216269523157171
"6248",1981,"5","pinn","HS","aerial","4",0.215386037195466
"6249",1982,"5","pinn","HS","aerial","4",0.23468027243704
"6250",1983,"5","pinn","HS","aerial","4",-0.021549103064833
"6251",1984,"5","pinn","HS","aerial","4",0.166906575562301
"6252",1985,"5","pinn","HS","aerial","4",0.0351346315532025
"6253",1986,"5","pinn","HS","aerial","4",0.147440822377303
"6254",1987,"5","pinn","HS","aerial","4",0.086535735683372
"6255",1988,"5","pinn","HS","aerial","4",-0.000189437580653184
"6256",1989,"5","pinn","HS","aerial","4",0.00837567413986632
"6257",1990,"5","pinn","HS","aerial","4",-0.0533770874949199
"6258",1991,"5","pinn","HS","aerial","4",-0.0980899266838699
"6259",1992,"5","pinn","HS","aerial","4",-0.104903841046371
"6260",1993,"5","pinn","HS","aerial","4",0.178854596586325
"6261",1994,"5","pinn","HS","aerial","4",0.194836761069355
"6262",1995,"5","pinn","HS","aerial","4",-0.0685234108704499
"6263",1996,"5","pinn","HS","aerial","4",0.0431601756941089
"6264",1997,"5","pinn","HS","aerial","4",0.00175086736707699
"6265",1998,"5","pinn","HS","aerial","4",-0.0318729713806684
"6266",1999,"5","pinn","HS","aerial","4",-0.0837528046551173
"6267",2000,"5","pinn","HS","aerial","4",NA
"6268",2001,"5","pinn","HS","aerial","4",NA
"6269",2002,"5","pinn","HS","aerial","4",NA
"6270",2003,"5","pinn","HS","aerial","4",NA
"6271",2004,"5","pinn","HS","aerial","4",NA
"6272",2005,"5","pinn","HS","aerial","4",NA
"6273",2006,"5","pinn","HS","aerial","4",NA
"6274",2007,"5","pinn","HS","aerial","4",NA
"6275",2008,"5","pinn","HS","aerial","4",NA
"6276",2009,"5","pinn","HS","aerial","4",NA
"6277",2010,"5","pinn","HS","aerial","4",0.0793178324192291
"6278",2011,"5","pinn","HS","aerial","4",NA
"6279",2012,"5","pinn","HS","aerial","4",NA
"6280",2013,"5","pinn","HS","aerial","4",NA
"6281",2014,"5","pinn","HS","aerial","4",NA
"6282",1957,"5","pinn","HS","aerial","4",NA
"6283",1958,"5","pinn","HS","aerial","4",NA
"6284",1959,"5","pinn","HS","aerial","4",NA
"6285",1960,"5","pinn","HS","aerial","4",NA
"6286",1961,"5","pinn","HS","aerial","4",NA
"6287",1962,"5","pinn","HS","aerial","4",NA
"6288",1963,"5","pinn","HS","aerial","4",NA
"6289",1964,"5","pinn","HS","aerial","4",NA
"6290",1965,"5","pinn","HS","aerial","4",NA
"6291",1966,"5","pinn","HS","aerial","4",NA
"6292",1967,"5","pinn","HS","aerial","4",NA
"6293",1968,"5","pinn","HS","aerial","4",NA
"6294",1969,"5","pinn","HS","aerial","4",NA
"6295",1970,"5","pinn","HS","aerial","4",NA
"6296",1971,"5","pinn","HS","aerial","4",NA
"6297",1972,"5","pinn","HS","aerial","4",NA
"6298",1973,"5","pinn","HS","aerial","4",NA
"6299",1995,"5","pinn","HS","aerial","4",-0.0849691217267466
"6300",1996,"5","pinn","HS","aerial","4",0.0483001076773942
"6301",1997,"5","pinn","HS","aerial","4",0.00954130622772003
"6302",1998,"5","pinn","HS","aerial","4",-0.0491295301351116
"6303",1999,"5","pinn","HS","aerial","4",-0.0720309265255766
"6304",2000,"5","pinn","HS","aerial","4",NA
"6305",2001,"5","pinn","HS","aerial","4",NA
"6306",2002,"5","pinn","HS","aerial","4",NA
"6307",2003,"5","pinn","HS","aerial","4",NA
"6308",2004,"5","pinn","HS","aerial","4",NA
"6309",2005,"5","pinn","HS","aerial","4",NA
"6310",2006,"5","pinn","HS","aerial","4",NA
"6311",2007,"5","pinn","HS","aerial","4",NA
"6312",2008,"5","pinn","HS","aerial","4",NA
"6313",2009,"5","pinn","HS","aerial","4",NA
"6314",2010,"5","pinn","HS","aerial","4",0.0815685546198236
"6315",2011,"5","pinn","HS","aerial","4",NA
"6316",2012,"5","pinn","HS","aerial","4",NA
"6317",2013,"5","pinn","HS","aerial","4",NA
"6318",2014,"5","pinn","HS","aerial","4",NA
"6319",1957,"5","pinn","HS","aerial","4",NA
"6320",1958,"5","pinn","HS","aerial","4",NA
"6321",1959,"5","pinn","HS","aerial","4",NA
"6322",1960,"5","pinn","HS","aerial","4",NA
"6323",1961,"5","pinn","HS","aerial","4",NA
"6324",1962,"5","pinn","HS","aerial","4",NA
"6325",1963,"5","pinn","HS","aerial","4",NA
"6326",1964,"5","pinn","HS","aerial","4",NA
"6327",1965,"5","pinn","HS","aerial","4",NA
"6328",1966,"5","pinn","HS","aerial","4",NA
"6329",1967,"5","pinn","HS","aerial","4",NA
"6330",1968,"5","pinn","HS","aerial","4",NA
"6331",1969,"5","pinn","HS","aerial","4",NA
"6332",1970,"5","pinn","HS","aerial","4",NA
"6333",1971,"5","pinn","HS","aerial","4",NA
"6334",1972,"5","pinn","HS","aerial","4",NA
"6335",1973,"5","pinn","HS","aerial","4",0.158162757203423
"6336",NA,"5","pinn","HS","aerial","4",NA
"6337",1989,"5","pinn","HS","aerial","4",0.0273282871086597
"6338",1990,"5","pinn","HS","aerial","4",-0.0439911377582176
"6339",1991,"5","pinn","HS","aerial","4",-0.0880447275148048
"6340",1992,"5","pinn","HS","aerial","4",-0.096525929883538
"6341",1993,"5","pinn","HS","aerial","4",0.207075366819297
"6342",1994,"5","pinn","HS","aerial","4",0.206716714061725
"6343",1995,"5","pinn","HS","aerial","4",-0.0916380368325785
"6344",1996,"5","pinn","HS","aerial","4",0.0664496654091936
"6345",1997,"5","pinn","HS","aerial","4",0.0599793161937779
"6346",1998,"5","pinn","HS","aerial","4",-0.0849195268882399
"6347",1999,"5","pinn","HS","aerial","4",-0.0674446031106083
"6348",2000,"5","pinn","HS","aerial","4",NA
"6349",2001,"5","pinn","HS","aerial","4",NA
"6350",2002,"5","pinn","HS","aerial","4",NA
"6351",2003,"5","pinn","HS","aerial","4",NA
"6352",2004,"5","pinn","HS","aerial","4",NA
"6353",2005,"5","pinn","HS","aerial","4",NA
"6354",2006,"5","pinn","HS","aerial","4",NA
"6355",2007,"5","pinn","HS","aerial","4",NA
"6356",2008,"5","pinn","HS","aerial","4",NA
"6357",2009,"5","pinn","HS","aerial","4",NA
"6358",2010,"5","pinn","HS","aerial","4",0.0263303894219052
"6359",2011,"5","pinn","HS","aerial","4",NA
"6360",2012,"5","pinn","HS","aerial","4",NA
"6361",2013,"5","pinn","HS","aerial","4",NA
"6362",2014,"5","pinn","HS","aerial","4",NA
"6363",1957,"5","pinn","HS","aerial","4",NA
"6364",1958,"5","pinn","HS","aerial","4",NA
"6365",1959,"5","pinn","HS","aerial","4",NA
"6366",1960,"5","pinn","HS","aerial","4",NA
"6367",1961,"5","pinn","HS","aerial","4",NA
"6368",1962,"5","pinn","HS","aerial","4",NA
"6369",1963,"5","pinn","HS","aerial","4",NA
"6370",1964,"5","pinn","HS","aerial","4",NA
"6371",1965,"5","pinn","HS","aerial","4",NA
"6372",1966,"5","pinn","HS","aerial","4",NA
"6373",1967,"5","pinn","HS","aerial","4",NA
"6374",1968,"5","pinn","HS","aerial","4",NA
"6375",1969,"5","pinn","HS","aerial","4",NA
"6376",1970,"5","pinn","HS","aerial","4",NA
"6377",1971,"5","pinn","HS","aerial","4",NA
"6378",1972,"5","pinn","HS","aerial","4",NA
"6379",1973,"5","pinn","HS","aerial","4",0.0960217538901702
"6380",1974,"5","pinn","HS","aerial","4",0.171455379283822
"6381",1975,"5","pinn","HS","aerial","4",NA
"6382",1976,"5","pinn","HS","aerial","4",NA
"6383",1977,"5","pinn","HS","aerial","4",NA
"6384",1978,"5","pinn","HS","aerial","4",0.114988219116629
"6385",1979,"5","pinn","HS","aerial","4",0.2024207376099
"6386",1980,"5","pinn","HS","aerial","4",0.204168465238273
"6387",1981,"5","pinn","HS","aerial","4",0.244592880703217
"6388",1982,"5","pinn","HS","aerial","4",0.130978257791075
"6389",1983,"5","pinn","HS","aerial","4",-0.0528454797713643
"6390",1984,"5","pinn","HS","aerial","4",0.14671296420759
"6391",1985,"5","pinn","HS","aerial","4",0.0165850990721004
"6392",1986,"5","pinn","HS","aerial","4",0.0768316178051549
"6393",1987,"5","pinn","HS","aerial","4",0.120599918439316
"6394",1988,"5","pinn","HS","aerial","4",0.0181031197881755
"6395",1989,"5","pinn","HS","aerial","4",0.0125115120164589
"6396",1990,"5","pinn","HS","aerial","4",-0.0378664849205381
"6397",1991,"5","pinn","HS","aerial","4",-0.0603516521458244
"6398",1992,"5","pinn","HS","aerial","4",-0.102501820833206
"6399",1993,"5","pinn","HS","aerial","4",0.148659242888544
"6400",1994,"5","pinn","HS","aerial","4",0.204956044759579
"6401",1995,"5","pinn","HS","aerial","4",-0.0803052470296176
"6402",1996,"5","pinn","HS","aerial","4",0.0439606007108919
"6403",1997,"5","pinn","HS","aerial","4",-0.0237338090417298
"6404",1998,"5","pinn","HS","aerial","4",-0.0025562548762151
"6405",1999,"5","pinn","HS","aerial","4",-0.0852196414827028
"6406",2000,"5","pinn","HS","aerial","4",NA
"6407",2001,"5","pinn","HS","aerial","4",NA
"6408",2002,"5","pinn","HS","aerial","4",NA
"6409",2003,"5","pinn","HS","aerial","4",NA
"6410",2004,"5","pinn","HS","aerial","4",NA
"6411",2005,"5","pinn","HS","aerial","4",NA
"6412",2006,"5","pinn","HS","aerial","4",NA
"6413",2007,"5","pinn","HS","aerial","4",NA
"6414",2008,"5","pinn","HS","aerial","4",NA
"6415",2009,"5","pinn","HS","aerial","4",NA
"6416",2010,"5","pinn","HS","aerial","4",0.0800774627547476
"6417",2011,"5","pinn","HS","aerial","4",NA
"6418",2012,"5","pinn","HS","aerial","4",NA
"6419",2013,"5","pinn","HS","aerial","4",NA
"6420",2014,"5","pinn","HS","aerial","4",NA
"6421",1957,"6","rec4",NA,NA,"0",NA
"6422",1958,"6","rec4",NA,NA,"0",NA
"6423",1959,"6","rec4",NA,NA,"0",NA
"6424",1960,"6","rec4",NA,NA,"0",NA
"6425",1961,"6","rec4",NA,NA,"0",NA
"6426",1962,"6","rec4",NA,NA,"0",NA
"6427",1963,"6","rec4",NA,NA,"0",NA
"6428",1964,"6","rec4",NA,NA,"0",NA
"6429",1965,"6","rec4",NA,NA,"0",NA
"6430",1966,"6","rec4",NA,NA,"0",NA
"6431",1967,"6","rec4",NA,NA,"0",NA
"6432",1968,"6","rec4",NA,NA,"0",NA
"6433",1969,"6","rec4",NA,NA,"0",NA
"6434",1970,"6","rec4",NA,NA,"0",NA
"6435",1971,"6","rec4",NA,NA,"0",NA
"6436",1972,"6","rec4",NA,NA,"0",NA
"6437",1973,"6","rec4",NA,NA,"0",NA
"6438",1974,"6","rec4",NA,NA,"0",NA
"6439",1975,"6","rec4",NA,NA,"0",NA
"6440",1976,"6","rec4",NA,NA,"0",NA
"6441",1977,"6","rec4",NA,NA,"0",NA
"6442",1978,"6","rec4",NA,NA,"0",NA
"6443",1979,"6","rec4",NA,NA,"0",NA
"6444",1980,"6","rec4",NA,NA,"0",NA
"6445",1981,"6","rec4",NA,NA,"0",NA
"6446",1982,"6","rec4",NA,NA,"0",NA
"6447",1983,"6","rec4",NA,NA,"0",NA
"6448",1984,"6","rec4",NA,NA,"0",NA
"6449",1985,"6","rec4",NA,NA,"0",NA
"6450",1986,"6","rec4",NA,NA,"0",NA
"6451",1987,"6","rec4",NA,NA,"0",NA
"6452",1988,"6","rec4",NA,NA,"0",NA
"6453",1989,"6","rec4",NA,NA,"0",NA
"6454",1990,"6","rec4",NA,NA,"0",NA
"6455",1991,"6","rec4",NA,NA,"0",NA
"6456",1992,"6","rec4",NA,NA,"0",NA
"6457",1993,"6","rec4",NA,NA,"0",NA
"6458",1994,"6","rec4",NA,NA,"0",NA
"6459",1995,"6","rec4",NA,NA,"0",NA
"6460",1996,"6","rec4",NA,NA,"0",NA
"6461",1997,"6","rec4",NA,NA,"0",NA
"6462",1998,"6","rec4",NA,NA,"0",0.142909624762477
"6463",1999,"6","rec4",NA,NA,"0",0.352527850089515
"6464",2000,"6","rec4",NA,NA,"0",0.294116867385646
"6465",2001,"6","rec4",NA,NA,"0",0.119765053917149
"6466",2002,"6","rec4",NA,NA,"0",0.246851712459334
"6467",2003,"6","rec4",NA,NA,"0",0.223120288780876
"6468",2004,"6","rec4",NA,NA,"0",0.306978900475312
"6469",2005,"6","rec4",NA,NA,"0",0.230986487629688
"6470",2006,"6","rec4",NA,NA,"0",0.245627131363496
"6471",2007,"6","rec4",NA,NA,"0",0.0715503576084205
"6472",2008,"6","rec4",NA,NA,"0",-0.00596646583876207
"6473",2009,"6","rec4",NA,NA,"0",0.0479438362907155
"6474",2010,"6","rec4",NA,NA,"0",0.27696058991813
"6475",2011,"6","rec4",NA,NA,"0",0.0486080513674291
"6476",2012,"6","rec4",NA,NA,"0",0.00374513122503722
"6477",2013,"6","rec4",NA,NA,"0",0.13751077133405
"6478",2014,"6","rec4",NA,NA,"0",NA
"6479",1957,"6","rec4",NA,NA,"0",NA
"6480",1958,"6","rec4",NA,NA,"0",NA
"6481",1959,"6","rec4",NA,NA,"0",NA
"6482",1960,"6","rec4",NA,NA,"0",NA
"6483",1961,"6","rec4",NA,NA,"0",NA
"6484",1962,"6","rec4",NA,NA,"0",NA
"6485",1963,"6","rec4",NA,NA,"0",NA
"6486",1964,"6","rec4",NA,NA,"0",NA
"6487",1965,"6","rec4",NA,NA,"0",NA
"6488",1966,"6","rec4",NA,NA,"0",NA
"6489",1967,"6","rec4",NA,NA,"0",NA
"6490",1968,"6","rec4",NA,NA,"0",NA
"6491",1969,"6","rec4",NA,NA,"0",NA
"6492",1970,"6","rec4",NA,NA,"0",NA
"6493",1971,"6","rec4",NA,NA,"0",NA
"6494",1972,"6","rec4",NA,NA,"0",NA
"6495",1973,"6","rec4",NA,NA,"0",NA
"6496",1974,"6","rec4",NA,NA,"0",NA
"6497",1975,"6","rec4",NA,NA,"0",NA
"6498",1976,"6","rec4",NA,NA,"0",NA
"6499",1977,"6","rec4",NA,NA,"0",NA
"6500",1978,"6","rec4",NA,NA,"0",NA
"6501",1979,"6","rec4",NA,NA,"0",NA
"6502",1980,"6","rec4",NA,NA,"0",NA
"6503",1981,"6","rec4",NA,NA,"0",NA
"6504",1982,"6","rec4",NA,NA,"0",NA
"6505",1983,"6","rec4",NA,NA,"0",NA
"6506",1984,"6","rec4",NA,NA,"0",NA
"6507",1985,"6","rec4",NA,NA,"0",NA
"6508",1986,"6","rec4",NA,NA,"0",NA
"6509",1987,"6","rec4",NA,NA,"0",NA
"6510",1988,"6","rec4",NA,NA,"0",NA
"6511",1989,"6","rec4",NA,NA,"0",NA
"6512",1990,"6","rec4",NA,NA,"0",NA
"6513",1991,"6","rec4",NA,NA,"0",NA
"6514",1992,"6","rec4",NA,NA,"0",NA
"6515",1993,"6","rec4",NA,NA,"0",NA
"6516",1994,"6","rec4",NA,NA,"0",NA
"6517",1995,"6","rec4",NA,NA,"0",NA
"6518",1996,"6","rec4",NA,NA,"0",NA
"6519",1997,"6","rec4",NA,NA,"0",NA
"6520",1998,"6","rec4",NA,NA,"0",0.120288482312255
"6521",1999,"6","rec4",NA,NA,"0",0.325424146535033
"6522",2000,"6","rec4",NA,NA,"0",0.292467603830631
"6523",2001,"6","rec4",NA,NA,"0",0.147915503323464
"6524",2002,"6","rec4",NA,NA,"0",0.246503512161625
"6525",2003,"6","rec4",NA,NA,"0",0.255091930587498
"6526",2004,"6","rec4",NA,NA,"0",0.276140724178837
"6527",2005,"6","rec4",NA,NA,"0",0.25994842422782
"6528",2006,"6","rec4",NA,NA,"0",0.260163465264213
"6529",2007,"6","rec4",NA,NA,"0",0.0626040307489092
"6530",2008,"6","rec4",NA,NA,"0",0.0609416528673063
"6531",2009,"6","rec4",NA,NA,"0",0.0384720847142586
"6532",2010,"6","rec4",NA,NA,"0",0.0787781288275872
"6533",2011,"6","rec4",NA,NA,"0",0.0280889363924028
"6534",2012,"6","rec4",NA,NA,"0",0.00619800514991635
"6535",2013,"6","rec4",NA,NA,"0",0.130423531675655
"6536",2014,"6","rec4",NA,NA,"0",NA
"6537",1957,"6","rec4",NA,NA,"0",NA
"6538",1958,"6","rec4",NA,NA,"0",NA
"6539",1959,"6","rec4",NA,NA,"0",NA
"6540",1960,"6","rec4",NA,NA,"0",NA
"6541",1961,"6","rec4",NA,NA,"0",NA
"6542",1962,"6","rec4",NA,NA,"0",NA
"6543",1963,"6","rec4",NA,NA,"0",NA
"6544",1964,"6","rec4",NA,NA,"0",NA
"6545",1965,"6","rec4",NA,NA,"0",NA
"6546",1966,"6","rec4",NA,NA,"0",NA
"6547",1967,"6","rec4",NA,NA,"0",NA
"6548",1968,"6","rec4",NA,NA,"0",NA
"6549",1969,"6","rec4",NA,NA,"0",NA
"6550",1970,"6","rec4",NA,NA,"0",NA
"6551",1971,"6","rec4",NA,NA,"0",NA
"6552",1972,"6","rec4",NA,NA,"0",NA
"6553",1973,"6","rec4",NA,NA,"0",NA
"6554",1974,"6","rec4",NA,NA,"0",NA
"6555",1975,"6","rec4",NA,NA,"0",NA
"6556",1976,"6","rec4",NA,NA,"0",NA
"6557",1977,"6","rec4",NA,NA,"0",NA
"6558",1978,"6","rec4",NA,NA,"0",NA
"6559",1979,"6","rec4",NA,NA,"0",NA
"6560",1980,"6","rec4",NA,NA,"0",NA
"6561",1981,"6","rec4",NA,NA,"0",NA
"6562",1982,"6","rec4",NA,NA,"0",NA
"6563",1983,"6","rec4",NA,NA,"0",NA
"6564",1989,"6","rec4",NA,NA,"0",NA
"6565",1990,"6","rec4",NA,NA,"0",NA
"6566",1991,"6","rec4",NA,NA,"0",NA
"6567",1992,"6","rec4",NA,NA,"0",NA
"6568",1993,"6","rec4",NA,NA,"0",NA
"6569",1994,"6","rec4",NA,NA,"0",NA
"6570",1995,"6","rec4",NA,NA,"0",NA
"6571",1996,"6","rec4",NA,NA,"0",NA
"6572",1997,"6","rec4",NA,NA,"0",NA
"6573",1998,"6","rec4",NA,NA,"0",0.0635070364447776
"6574",1999,"6","rec4",NA,NA,"0",0.281061748138102
"6575",2000,"6","rec4",NA,NA,"0",0.282591250375016
"6576",2001,"6","rec4",NA,NA,"0",0.146873347511831
"6577",2002,"6","rec4",NA,NA,"0",0.255216369270455
"6578",2003,"6","rec4",NA,NA,"0",0.207519724652684
"6579",2004,"6","rec4",NA,NA,"0",0.324684168674343
"6580",2005,"6","rec4",NA,NA,"0",0.331556707989242
"6581",2006,"6","rec4",NA,NA,"0",0.300783906225701
"6582",2007,"6","rec4",NA,NA,"0",0.133211477566485
"6583",2008,"6","rec4",NA,NA,"0",-0.0501658564871175
"6584",2009,"6","rec4",NA,NA,"0",-0.0410398320437294
"6585",2010,"6","rec4",NA,NA,"0",0.0684748052594084
"6586",2011,"6","rec4",NA,NA,"0",0.00862557220039745
"6587",2012,"6","rec4",NA,NA,"0",-0.0427780687937398
"6588",2013,"6","rec4",NA,NA,"0",0.148112175129447
"6589",2014,"6","rec4",NA,NA,"0",NA
"6590",2001,"6","rec4",NA,NA,"0",0.168106697354157
"6591",2002,"6","rec4",NA,NA,"0",0.239193410476415
"6592",2003,"6","rec4",NA,NA,"0",0.205684881326537
"6593",2004,"6","rec4",NA,NA,"0",0.241751967742416
"6594",2005,"6","rec4",NA,NA,"0",0.246298250773165
"6595",2006,"6","rec4",NA,NA,"0",0.233595999166766
"6596",2007,"6","rec4",NA,NA,"0",0.10541816362042
"6597",2008,"6","rec4",NA,NA,"0",0.00176044156074501
"6598",2009,"6","rec4",NA,NA,"0",0.0223173669706221
"6599",2010,"6","rec4",NA,NA,"0",0.28694454548708
"6600",2011,"6","rec4",NA,NA,"0",0.159465167020223
"6601",2012,"6","rec4",NA,NA,"0",NA
"6602",1957,"6","rec4",NA,NA,"0",NA
"6603",1958,"6","rec4",NA,NA,"0",NA
"6604",1959,"6","rec4",NA,NA,"0",NA
"6605",1960,"6","rec4",NA,NA,"0",NA
"6606",1961,"6","rec4",NA,NA,"0",NA
"6607",1962,"6","rec4",NA,NA,"0",NA
"6608",1963,"6","rec4",NA,NA,"0",NA
"6609",1964,"6","rec4",NA,NA,"0",NA
"6610",1965,"6","rec4",NA,NA,"0",NA
"6611",1966,"6","rec4",NA,NA,"0",NA
"6612",1967,"6","rec4",NA,NA,"0",NA
"6613",1968,"6","rec4",NA,NA,"0",NA
"6614",1969,"6","rec4",NA,NA,"0",NA
"6615",1970,"6","rec4",NA,NA,"0",NA
"6616",1971,"6","rec4",NA,NA,"0",NA
"6617",1972,"6","rec4",NA,NA,"0",NA
"6618",1973,"6","rec4",NA,NA,"0",NA
"6619",1974,"6","rec4",NA,NA,"0",NA
"6620",1980,"6","rec4",NA,NA,"0",NA
"6621",1981,"6","rec4",NA,NA,"0",NA
"6622",1982,"6","rec4",NA,NA,"0",NA
"6623",1983,"6","rec4",NA,NA,"0",NA
"6624",1984,"6","rec4",NA,NA,"0",NA
"6625",1985,"6","rec4",NA,NA,"0",NA
"6626",NA,"6","rec4",NA,NA,"0",NA
"6627",NA,"6","rec4",NA,NA,"0",NA
"6628",1991,"6","rec4",NA,NA,"0",NA
"6629",1992,"6","rec4",NA,NA,"0",NA
"6630",1993,"6","rec4",NA,NA,"0",NA
"6631",1994,"6","rec4",NA,NA,"0",NA
"6632",1995,"6","rec4",NA,NA,"0",NA
"6633",1996,"6","rec4",NA,NA,"0",NA
"6634",1997,"6","rec4",NA,NA,"0",NA
"6635",1998,"6","rec4",NA,NA,"0",0.254544117512684
"6636",1999,"6","rec4",NA,NA,"0",0.267132309247998
"6637",2000,"6","rec4",NA,NA,"0",0.285688915421555
"6638",2001,"6","rec4",NA,NA,"0",0.173604665911321
"6639",2002,"6","rec4",NA,NA,"0",0.228046608752582
"6640",2003,"6","rec4",NA,NA,"0",0.199911819997548
"6641",2004,"6","rec4",NA,NA,"0",0.321979013055331
"6642",2005,"6","rec4",NA,NA,"0",0.309707316976165
"6643",2006,"6","rec4",NA,NA,"0",0.30938268881081
"6644",2007,"6","rec4",NA,NA,"0",0.137982321233286
"6645",2008,"6","rec4",NA,NA,"0",-0.0301127923798058
"6646",2009,"6","rec4",NA,NA,"0",-0.0337543829492594
"6647",2010,"6","rec4",NA,NA,"0",0.106796121488686
"6648",2011,"6","rec4",NA,NA,"0",-0.0115811357044861
"6649",2012,"6","rec4",NA,NA,"0",-0.0335179454326304
"6650",2013,"6","rec4",NA,NA,"0",0.129471025418813
"6651",2014,"6","rec4",NA,NA,"0",NA
"6652",1957,"6","rec4",NA,NA,"0",NA
"6653",1958,"6","rec4",NA,NA,"0",NA
"6654",1959,"6","rec4",NA,NA,"0",NA
"6655",1960,"6","rec4",NA,NA,"0",NA
"6656",1961,"6","rec4",NA,NA,"0",NA
"6657",1962,"6","rec4",NA,NA,"0",NA
"6658",1963,"6","rec4",NA,NA,"0",NA
"6659",1964,"6","rec4",NA,NA,"0",NA
"6660",1965,"6","rec4",NA,NA,"0",NA
"6661",1966,"6","rec4",NA,NA,"0",NA
"6662",1967,"6","rec4",NA,NA,"0",NA
"6663",1968,"6","rec4",NA,NA,"0",NA
"6664",1969,"6","rec4",NA,NA,"0",NA
"6665",1970,"6","rec4",NA,NA,"0",NA
"6666",1971,"6","rec4",NA,NA,"0",NA
"6667",1972,"6","rec4",NA,NA,"0",NA
"6668",1973,"6","rec4",NA,NA,"0",NA
"6669",1974,"6","rec4",NA,NA,"0",NA
"6670",1975,"6","rec4",NA,NA,"0",NA
"6671",1976,"6","rec4",NA,NA,"0",NA
"6672",1977,"6","rec4",NA,NA,"0",NA
"6673",1978,"6","rec4",NA,NA,"0",NA
"6674",1979,"6","rec4",NA,NA,"0",NA
"6675",1980,"6","rec4",NA,NA,"0",NA
"6676",1981,"6","rec4",NA,NA,"0",NA
"6677",1982,"6","rec4",NA,NA,"0",NA
"6678",1983,"6","rec4",NA,NA,"0",NA
"6679",1984,"6","rec4",NA,NA,"0",NA
"6680",1985,"6","rec4",NA,NA,"0",NA
"6681",1986,"6","rec4",NA,NA,"0",NA
"6682",1987,"6","rec4",NA,NA,"0",NA
"6683",1988,"6","rec4",NA,NA,"0",NA
"6684",1989,"6","rec4",NA,NA,"0",NA
"6685",1990,"6","rec4",NA,NA,"0",NA
"6686",1991,"6","rec4",NA,NA,"0",NA
"6687",1992,"6","rec4",NA,NA,"0",NA
"6688",1993,"6","rec4",NA,NA,"0",NA
"6689",1994,"6","rec4",NA,NA,"0",NA
"6690",1995,"6","rec4",NA,NA,"0",NA
"6691",1996,"6","rec4",NA,NA,"0",NA
"6692",1997,"6","rec4",NA,NA,"0",NA
"6693",1998,"6","rec4",NA,NA,"0",0.0879250914104862
"6694",1999,"6","rec4",NA,NA,"0",0.274501321094724
"6695",2000,"6","rec4",NA,NA,"0",0.307475690867277
"6696",2001,"6","rec4",NA,NA,"0",0.117864592027099
"6697",2002,"6","rec4",NA,NA,"0",0.275528609507992
"6698",2003,"6","rec4",NA,NA,"0",0.200854697001353
"6699",2004,"6","rec4",NA,NA,"0",0.33473447885363
"6700",2005,"6","rec4",NA,NA,"0",0.300634224400949
